Edad,estrato,price_plan,mes,dia,venta,plan_MB,genero_label,tipo_plan_label,nombre_zone_N,nombre_zone_O,nombre_zone_S,grupo_edad_30-39,grupo_edad_40-49,grupo_edad_50-59,grupo_edad_60-69,motivo_rechazo_solicitud_Doble Solicitud,motivo_rechazo_solicitud_Errores en la Solicitud,motivo_rechazo_solicitud_Falta de Interés,motivo_rechazo_solicitud_Financiero,motivo_rechazo_solicitud_No Aplica,motivo_rechazo_solicitud_Otro,motivo_rechazo_solicitud_Tiempos y Procesos
23,6,79920.0,10,4,1,350,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30,4,76415.0,10,27,0,250,1,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False
26,3,68850.0,10,11,1,350,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
34,3,69749.0,3,1,0,300,0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False
49,2,61965.0,12,26,1,250,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
60,1,61965.0,9,13,1,250,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False
52,2,74999.0,1,4,0,100,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False
59,2,63749.0,3,2,1,100,1,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
55,1,68850.0,9,23,1,350,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
28,3,63749.0,4,13,1,100,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
39,2,63749.0,3,13,1,100,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
37,1,68850.0,12,21,1,350,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
35,2,69749.0,6,12,0,300,0,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False
46,3,69749.0,5,21,1,300,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False
34,2,61965.0,11,18,0,250,0,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False
45,3,70549.0,2,5,0,200,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,True
28,3,66399.0,6,24,1,200,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
52,2,61965.0,11,20,0,250,1,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False
58,4,70549.0,1,28,1,200,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
37,1,61965.0,11,5,1,250,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
29,5,79049.0,6,18,1,300,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
41,3,69749.0,8,30,0,300,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False
27,4,69749.0,11,25,1,300,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
62,2,59999.0,5,3,0,100,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
47,3,62250.0,6,5,0,200,0,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False
58,2,64800.0,10,14,1,350,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
37,1,70549.0,2,25,1,200,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
60,5,74399.0,12,27,0,300,0,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False
24,2,61965.0,7,15,0,250,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True
66,2,68850.0,11,20,0,350,1,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False
32,4,79049.0,1,12,0,300,0,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False
26,6,79049.0,1,31,1,300,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
29,2,70549.0,4,17,0,200,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True
53,2,56249.0,5,6,0,100,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False
55,2,68850.0,7,16,1,350,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
47,2,63749.0,3,7,1,100,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
18,4,79049.0,3,6,1,300,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
66,3,62800.0,1,29,1,350,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False
26,1,68850.0,12,12,1,350,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
26,2,61965.0,11,6,0,250,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False
45,2,68850.0,10,27,1,350,1,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False
41,1,56249.0,9,24,0,100,1,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False
23,1,63749.0,4,26,1,100,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
63,1,63749.0,6,25,1,100,1,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False
35,2,70549.0,6,21,1,200,1,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False
48,2,63749.0,6,8,0,100,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False
56,2,59999.0,6,17,1,100,0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False
28,3,62250.0,1,22,0,200,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
59,2,68850.0,9,8,0,350,1,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False
46,2,63749.0,5,14,1,100,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
49,2,70549.0,3,18,1,200,1,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
32,1,70549.0,6,14,1,200,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
40,2,61965.0,9,10,1,250,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
49,3,74399.0,7,29,0,300,0,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False
31,5,76415.0,10,5,0,250,0,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True
53,3,69749.0,9,13,0,300,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False
37,2,63749.0,3,24,1,100,0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False
23,3,58565.0,12,9,1,250,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26,3,69749.0,5,15,1,300,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
30,3,58565.0,11,8,0,250,1,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False
37,4,67920.0,8,27,1,250,0,0,False,False,True,True,False,False,False,False,False,False,False,True,False,False
26,2,61965.0,7,12,1,250,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
49,3,70549.0,6,15,1,200,1,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False
51,2,55120.0,1,8,0,250,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False
62,3,61965.0,11,7,1,250,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False
28,3,59999.0,8,10,0,100,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False
34,3,79049.0,6,20,0,300,0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
43,1,70549.0,4,9,1,200,0,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False
28,1,79049.0,2,27,1,300,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
64,3,79049.0,6,21,1,300,1,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False
35,2,61965.0,8,9,0,250,0,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False
66,3,56249.0,3,8,1,100,0,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False
52,3,58565.0,10,1,1,250,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False
37,2,79049.0,3,15,0,300,0,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False
66,1,61965.0,12,3,0,250,1,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False
34,1,61965.0,12,19,1,250,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
54,5,77520.0,1,15,1,350,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False
62,2,68000.0,1,14,1,80,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False
48,2,58565.0,9,30,1,250,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False
63,4,79049.0,5,23,1,300,1,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False
39,4,70549.0,5,7,1,200,1,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False
31,1,61965.0,12,1,1,250,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
59,1,61965.0,11,18,1,250,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
23,3,63749.0,5,23,1,100,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
48,2,63749.0,5,18,1,100,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False
41,1,63749.0,2,13,0,100,0,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False
24,3,61965.0,9,12,1,250,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
33,2,68850.0,11,9,1,350,0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
29,1,79049.0,6,13,0,300,1,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False
33,2,70549.0,3,5,0,200,0,1,False,False,True,True,False,False,False,True,False,False,False,False,False,False
25,2,82999.0,4,3,1,200,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
35,1,61965.0,7,29,0,250,1,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False
41,2,79049.0,3,8,1,300,1,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False
45,2,70549.0,4,11,1,200,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False
38,3,55120.0,9,13,0,250,0,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False
40,2,63749.0,5,28,1,100,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
35,2,61965.0,11,11,0,250,0,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
34,1,70549.0,2,26,1,200,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
27,5,76415.0,10,7,1,250,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
32,4,79049.0,2,3,0,300,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,True
60,3,68850.0,9,26,1,350,1,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False
24,4,62250.0,9,7,1,200,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
18,1,70549.0,1,29,0,200,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False
61,4,74399.0,8,29,0,300,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False
54,3,74399.0,9,2,0,300,0,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False
49,4,56249.0,4,22,1,100,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False
22,2,79049.0,6,15,1,300,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
18,3,63749.0,5,13,1,100,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23,3,68850.0,7,9,1,350,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
65,2,63749.0,5,14,0,100,1,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False
37,2,63749.0,1,22,1,100,1,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False
21,2,63749.0,2,24,1,100,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
52,3,74399.0,11,11,0,300,0,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False
34,2,74399.0,12,11,1,300,1,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
19,2,79049.0,3,19,1,300,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
60,5,62800.0,10,17,1,350,1,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False
66,1,62800.0,2,6,1,350,0,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False
57,2,61965.0,12,13,0,250,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False
55,1,68850.0,12,23,1,350,1,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
36,1,79049.0,4,20,1,300,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
45,2,63749.0,5,28,1,100,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
35,1,66399.0,5,24,1,200,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
52,3,63749.0,2,16,0,100,0,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False
24,2,63749.0,4,23,1,100,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
42,2,61965.0,10,24,1,250,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
49,3,55120.0,1,8,1,250,1,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False
30,1,61965.0,11,21,1,250,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
57,2,74399.0,1,9,0,300,0,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False
41,4,70549.0,3,1,1,200,0,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False
59,2,55120.0,8,21,0,250,0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False
50,3,61965.0,8,22,0,250,1,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False
66,2,70549.0,2,27,1,200,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False
44,3,63749.0,3,16,1,100,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
52,2,68850.0,10,4,1,350,0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False
29,3,68850.0,7,5,1,350,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
51,5,70549.0,1,15,0,200,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False
49,2,58565.0,11,16,1,250,1,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False
52,2,61965.0,11,6,1,250,0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False
65,2,61965.0,11,19,1,250,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False
53,1,79049.0,5,22,1,300,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
51,1,79049.0,4,19,1,300,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
31,2,61965.0,11,8,1,250,0,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False
29,4,67920.0,2,19,1,250,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
65,3,63749.0,1,8,1,100,1,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False
39,2,79049.0,2,23,1,300,1,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
55,3,69749.0,4,6,1,300,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False
23,3,59999.0,2,28,1,100,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
56,1,63749.0,6,8,1,100,1,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
19,1,58565.0,7,22,1,250,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False
65,3,62800.0,8,28,1,350,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False
61,2,70549.0,5,14,1,200,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False
46,2,56249.0,5,21,0,100,1,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False
25,2,55120.0,8,20,1,250,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False
60,3,79049.0,3,14,1,300,0,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False
46,3,69749.0,12,26,1,300,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False
63,2,61965.0,11,5,0,250,1,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False
44,1,63749.0,6,27,1,100,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
59,1,61965.0,8,6,1,250,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
50,3,61965.0,7,31,0,250,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True
23,3,61965.0,7,26,1,250,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
51,2,70549.0,3,17,1,200,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
44,4,76415.0,12,22,0,250,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True
20,2,68850.0,7,26,1,350,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
39,2,70549.0,6,20,1,200,0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
42,1,61965.0,8,30,1,250,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
26,1,63749.0,2,13,0,100,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True
45,2,61965.0,9,18,1,250,1,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False
31,2,61965.0,12,10,0,250,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False
46,3,63749.0,6,19,0,100,1,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False
44,1,63749.0,1,25,0,100,1,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False
60,3,69749.0,6,20,0,300,0,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False
24,6,70549.0,3,17,1,200,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24,4,66399.0,3,15,0,200,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False
58,2,61965.0,9,30,0,250,1,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False
38,3,61965.0,8,27,1,250,0,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False
22,1,63749.0,2,14,1,100,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
41,3,63749.0,3,22,1,100,1,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False
48,2,68850.0,7,15,0,350,0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False
54,3,66725.0,9,11,1,350,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False
26,4,77520.0,12,23,1,350,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
25,3,78500.0,1,5,1,350,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
42,1,63749.0,5,27,1,100,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
56,1,70549.0,4,10,1,200,0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False
20,3,68850.0,11,25,0,350,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False
38,2,79049.0,6,20,0,300,1,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False
30,2,61965.0,8,26,0,250,1,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False
52,1,56249.0,10,2,1,100,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False
50,2,70549.0,5,21,0,200,0,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False
52,3,61965.0,8,1,1,250,0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False
65,3,62800.0,7,15,0,350,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False
24,3,68850.0,7,22,0,350,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
38,2,61965.0,11,5,1,250,0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
44,2,79049.0,6,21,1,300,0,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False
58,4,70549.0,1,30,1,200,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
35,2,63749.0,4,12,1,100,0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
44,3,70549.0,5,29,1,200,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False
49,1,56249.0,3,7,0,100,1,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False
43,4,70549.0,4,13,1,200,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False
42,1,61965.0,12,20,1,250,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
61,6,66400.0,4,8,1,200,0,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False
39,1,61965.0,12,13,0,250,1,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False
50,2,70549.0,5,28,0,200,0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False
23,3,55120.0,8,12,0,250,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False
26,2,63749.0,4,11,0,100,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
26,3,63749.0,3,12,1,100,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
42,3,63749.0,5,25,1,100,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False
20,2,61965.0,9,14,1,250,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
53,4,69749.0,9,21,0,300,1,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False
63,1,79049.0,1,26,1,300,1,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False
40,6,79049.0,2,27,1,300,1,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False
30,2,69749.0,1,10,1,300,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False
38,2,61965.0,10,23,1,250,1,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False
22,2,63749.0,6,10,1,100,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
33,1,70549.0,6,17,0,200,0,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False
48,2,68850.0,11,23,1,350,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
42,1,59999.0,6,17,1,100,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False
37,4,79049.0,2,21,1,300,0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
20,2,79049.0,6,4,1,300,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
33,3,69749.0,12,4,0,300,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False
48,2,63749.0,5,24,1,100,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False
59,2,68850.0,9,13,1,350,0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False
59,3,62250.0,4,11,1,200,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False
18,3,69749.0,2,22,0,300,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False
66,3,56249.0,6,11,1,100,0,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False
44,1,63749.0,4,16,1,100,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
39,2,62800.0,9,9,1,350,0,0,False,False,True,True,False,False,False,False,False,False,False,True,False,False
43,1,63749.0,5,4,1,100,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
63,3,66399.0,1,22,1,200,0,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False
62,2,62800.0,8,27,1,350,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False
35,2,61965.0,9,27,1,250,1,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False
58,4,79049.0,1,18,1,300,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
42,4,77520.0,8,9,1,350,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False
31,4,66399.0,6,19,0,200,1,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False
62,1,61965.0,7,16,1,250,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False
62,2,63749.0,2,14,1,100,1,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False
31,1,63749.0,3,26,1,100,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
27,1,63749.0,2,25,1,100,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
39,3,74399.0,11,29,1,300,0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False
33,2,55120.0,11,12,0,250,1,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False
62,5,70549.0,3,11,1,200,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False
23,4,79049.0,6,5,1,300,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
48,3,70549.0,3,23,0,200,0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False
48,3,56249.0,12,27,1,100,1,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False
51,3,74399.0,12,15,0,300,1,1,False,False,True,False,False,True,False,False,False,False,False,False,True,False
49,3,62250.0,5,4,1,200,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False
29,1,55120.0,11,2,1,250,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
43,2,63749.0,2,22,1,100,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
61,2,66399.0,1,21,0,200,1,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False
62,3,79049.0,4,10,1,300,1,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False
51,1,70549.0,3,21,1,200,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
35,4,76415.0,11,25,1,250,0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False
48,1,63749.0,1,27,0,100,0,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False
41,3,63749.0,6,29,1,100,1,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False
63,1,59999.0,1,26,0,100,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False
62,6,79049.0,6,27,1,300,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False
66,4,76415.0,8,15,1,250,1,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False
28,4,72165.0,8,23,1,250,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
38,3,69749.0,7,2,1,300,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False
56,3,69749.0,4,29,1,300,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False
34,1,63749.0,6,24,1,100,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
50,5,67920.0,10,15,0,250,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False
63,2,61965.0,12,16,1,250,0,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False
39,2,79049.0,4,18,1,300,1,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
54,2,68850.0,8,27,1,350,0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False
59,2,70549.0,5,10,1,200,0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False
47,3,79049.0,6,5,0,300,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
36,2,63749.0,5,24,0,100,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False
22,2,61965.0,10,2,1,250,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
29,2,68850.0,9,2,1,350,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
36,4,67920.0,7,29,1,250,0,0,False,False,True,True,False,False,False,False,False,False,False,True,False,False
40,2,70549.0,5,22,0,200,0,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False
46,2,55120.0,12,5,1,250,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False
61,2,61965.0,11,9,1,250,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False
23,3,74399.0,10,4,0,300,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
65,2,62800.0,9,4,1,350,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False
66,1,63749.0,2,15,1,100,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False
45,2,68850.0,10,4,0,350,0,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False
58,3,70549.0,1,26,1,200,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False
32,6,79049.0,1,17,0,300,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
36,4,76415.0,12,19,0,250,1,1,False,False,True,True,False,False,False,True,False,False,False,False,False,False
