Edad,estrato,price_plan,mes,dia,venta,plan_MB,genero_label,tipo_plan_label,nombre_zone_N,nombre_zone_O,nombre_zone_S,grupo_edad_30-39,grupo_edad_40-49,grupo_edad_50-59,grupo_edad_60-69,motivo_rechazo_solicitud_Doble Solicitud,motivo_rechazo_solicitud_Errores en la Solicitud,motivo_rechazo_solicitud_Falta de Interés,motivo_rechazo_solicitud_Financiero,motivo_rechazo_solicitud_No Aplica,motivo_rechazo_solicitud_Otro,motivo_rechazo_solicitud_Tiempos y Procesos
41,3,66725.0,7,18,1,350,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False
34,5,74399.0,3,6,1,300,1,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False
64,5,79049.0,4,26,1,300,1,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False
63,2,62250.0,5,6,1,200,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False
25,1,59999.0,11,10,1,100,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
58,3,61965.0,7,5,1,250,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
55,5,70549.0,2,15,0,200,1,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False
44,2,70549.0,4,30,1,200,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
25,5,79049.0,4,25,0,300,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True
61,4,69749.0,9,5,0,300,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False
33,5,69749.0,6,12,1,300,1,0,False,False,True,True,False,False,False,False,False,False,False,True,False,False
56,2,68850.0,9,7,1,350,1,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
66,2,63749.0,3,11,1,100,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False
33,2,70549.0,5,21,0,200,0,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False
51,4,74399.0,11,8,1,300,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
35,1,70549.0,5,16,1,200,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
30,3,69749.0,11,16,0,300,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False
31,3,64800.0,1,23,1,350,0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
57,3,61965.0,8,24,1,250,0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False
56,4,63749.0,1,22,1,100,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
53,2,61965.0,12,12,1,250,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
23,1,79049.0,2,7,1,300,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
66,1,74399.0,10,6,0,300,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False
28,1,61965.0,10,14,1,250,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
58,4,76415.0,7,26,0,250,0,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False
59,5,79049.0,6,8,1,300,0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False
63,2,61965.0,10,1,1,250,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False
56,3,69749.0,1,31,0,300,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True
25,2,68850.0,10,24,1,350,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
49,1,70549.0,5,2,1,200,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
66,2,61965.0,8,20,1,250,1,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False
63,6,67920.0,12,4,1,250,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False
39,1,63749.0,6,5,0,100,0,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False
46,2,61965.0,10,8,1,250,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
55,3,62250.0,12,4,1,200,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False
55,4,79049.0,5,21,1,300,0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False
31,1,70549.0,6,23,1,200,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
18,3,68900.0,9,30,0,250,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True
48,4,69749.0,4,16,0,300,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False
47,3,79049.0,3,19,1,300,1,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False
63,3,69749.0,2,8,0,300,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False
26,1,61965.0,11,16,1,250,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
45,5,70549.0,1,6,0,200,0,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False
21,1,61965.0,11,26,0,250,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False
47,1,61965.0,8,26,1,250,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
27,3,56249.0,7,14,0,100,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
38,1,61965.0,10,19,0,250,0,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False
49,2,61965.0,9,29,1,250,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
52,1,59999.0,9,1,0,100,1,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False
41,2,70549.0,3,6,1,200,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False
29,1,61965.0,7,24,0,250,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False
66,2,68850.0,10,3,0,350,0,1,False,True,False,False,False,False,True,False,True,False,False,False,False,False
53,4,79049.0,6,26,1,300,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
52,1,70549.0,2,28,0,200,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False
39,3,56249.0,4,10,0,100,0,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False
63,2,56249.0,4,25,0,100,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False
38,2,59999.0,8,24,0,100,1,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False
66,2,68850.0,10,19,1,350,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False
52,3,61965.0,9,4,1,250,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
55,2,61965.0,8,17,1,250,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
66,2,63749.0,1,19,0,100,0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False
39,4,76415.0,7,19,1,250,0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
29,2,70549.0,6,21,0,200,1,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False
53,1,55120.0,2,4,1,250,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False
64,1,61965.0,9,13,1,250,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False
53,2,63749.0,6,13,0,100,0,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False
43,2,63749.0,3,12,0,100,1,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False
55,3,62250.0,11,1,0,200,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False
30,5,79049.0,2,26,1,300,0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
46,3,70549.0,1,30,1,200,1,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False
50,1,58320.0,2,28,0,250,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False
56,1,61965.0,12,11,1,250,1,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
59,1,63749.0,2,15,0,100,0,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False
35,1,61965.0,8,22,1,250,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
50,2,63749.0,5,15,1,100,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
23,1,79049.0,2,12,1,300,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
46,2,61965.0,7,17,0,250,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True
38,3,58320.0,11,6,1,250,0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
35,2,61965.0,12,18,0,250,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True
23,1,68850.0,11,19,1,350,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
26,1,63749.0,3,18,1,100,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
55,3,79049.0,6,7,1,300,1,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False
55,3,74399.0,5,21,1,300,0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False
55,4,70549.0,6,24,0,200,0,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False
64,6,63749.0,1,12,0,100,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True
38,3,68850.0,7,18,1,350,1,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False
53,5,79049.0,1,12,1,300,1,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False
34,3,66399.0,1,19,0,200,1,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False
61,2,74399.0,1,5,0,300,1,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False
58,6,70549.0,3,18,1,200,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
24,2,70549.0,5,15,1,200,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
42,3,66399.0,6,16,0,200,0,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False
43,1,59999.0,4,4,1,100,1,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False
37,5,79920.0,1,23,1,350,0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
41,1,70549.0,6,26,1,200,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
30,3,63749.0,5,22,1,100,0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
38,2,55120.0,12,10,1,250,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False
56,5,70549.0,2,2,1,200,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
44,2,61965.0,8,20,0,250,1,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False
21,2,64800.0,7,8,0,350,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False
19,4,63749.0,4,9,1,100,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
64,2,55120.0,2,19,1,250,1,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False
38,2,79049.0,4,19,1,300,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
52,1,70549.0,2,5,1,200,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
28,5,70549.0,1,12,0,200,1,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False
46,1,61965.0,8,12,1,250,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
32,1,63749.0,1,30,1,100,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
43,5,63749.0,2,15,0,100,0,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False
50,3,63749.0,6,4,1,100,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
27,3,79049.0,4,30,1,300,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
51,2,58565.0,12,4,1,250,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False
18,3,70549.0,6,21,0,200,0,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False
37,2,56249.0,12,18,0,100,0,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False
43,1,61965.0,8,19,1,250,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
57,3,70549.0,4,16,1,200,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False
47,1,61965.0,12,22,1,250,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
59,1,63749.0,6,17,1,100,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
49,1,68850.0,7,22,0,350,0,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False
33,1,61965.0,11,6,1,250,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
18,4,56249.0,1,24,0,100,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False
54,1,63749.0,3,1,1,100,1,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
19,1,68850.0,10,5,1,350,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
38,1,63749.0,5,10,1,100,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
48,3,62250.0,12,22,1,200,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False
22,1,63749.0,5,22,1,100,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
29,3,68850.0,7,11,0,350,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False
22,5,70549.0,6,17,1,200,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
49,3,70549.0,5,2,1,200,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
65,2,63749.0,5,22,0,100,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True
32,1,70549.0,4,27,0,200,1,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False
63,1,59999.0,5,11,0,100,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True
50,1,68850.0,8,14,1,350,0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False
44,1,63749.0,6,20,1,100,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
30,3,61965.0,11,13,0,250,0,1,False,False,True,True,False,False,False,False,False,False,False,False,False,True
18,1,61965.0,8,27,0,250,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False
40,2,70549.0,6,7,1,200,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
53,1,70549.0,1,23,1,200,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
25,1,63749.0,2,7,1,100,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
56,3,68850.0,11,7,1,350,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False
34,1,63749.0,6,26,0,100,0,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False
21,3,61965.0,9,27,0,250,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True
60,3,56249.0,9,13,0,100,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False
53,2,70549.0,5,18,1,200,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
20,3,63749.0,5,21,0,100,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False
28,2,69749.0,2,9,1,300,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
39,2,63749.0,2,2,0,100,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False
47,1,63749.0,4,20,0,100,0,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False
51,2,56249.0,10,19,1,100,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False
31,3,59999.0,5,8,0,100,0,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False
55,6,79049.0,6,19,1,300,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
58,2,63749.0,4,6,0,100,1,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False
30,2,63749.0,5,24,1,100,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
35,2,79050.0,2,28,0,300,0,1,False,True,False,True,False,False,False,False,False,False,False,False,False,True
43,3,63749.0,4,6,1,100,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
39,3,63749.0,6,12,1,100,0,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False
32,3,68850.0,11,27,1,350,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
57,3,70549.0,5,20,1,200,1,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False
48,2,68850.0,7,3,0,350,1,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False
20,1,61965.0,10,6,0,250,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False
28,4,79049.0,6,17,0,300,1,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False
18,3,61965.0,8,22,1,250,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
22,6,76415.0,8,30,1,250,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
36,4,59999.0,5,2,0,100,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True
62,4,79049.0,3,12,1,300,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False
33,2,70549.0,5,28,1,200,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
40,3,59999.0,5,25,1,100,1,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False
64,2,63749.0,5,27,0,100,0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False
36,2,61965.0,8,28,0,250,0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False
35,3,63749.0,4,11,1,100,0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
19,2,63749.0,2,13,1,100,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
25,4,70549.0,1,9,1,200,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
48,2,79049.0,3,19,1,300,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
55,3,70549.0,6,21,0,200,1,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False
40,6,70549.0,1,9,1,200,0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
64,4,69749.0,9,6,1,300,1,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False
66,3,69749.0,5,30,1,300,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False
32,1,56249.0,9,18,1,100,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False
29,2,58565.0,12,2,1,250,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
27,4,76415.0,11,9,1,250,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
59,3,62250.0,9,4,0,200,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
64,4,71920.0,10,28,1,250,1,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False
35,3,63749.0,4,11,0,100,1,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False
59,1,70549.0,5,4,1,200,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
62,1,79049.0,4,30,1,300,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False
24,1,68850.0,10,15,1,350,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
40,2,74399.0,6,30,1,300,0,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False
18,3,79049.0,3,27,1,300,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
59,2,58320.0,11,15,1,250,0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False
39,2,68850.0,10,16,1,350,0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
45,2,61965.0,11,28,1,250,1,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
34,1,61965.0,12,2,1,250,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
54,2,63749.0,1,20,1,100,0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False
23,3,61965.0,7,13,1,250,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
59,2,55120.0,1,30,1,250,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False
24,3,63749.0,6,26,0,100,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True
38,3,70549.0,5,30,0,200,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True
54,3,63749.0,5,2,1,100,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False
27,2,68850.0,8,30,1,350,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
56,2,63749.0,3,13,0,100,1,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False
64,2,63749.0,2,21,0,100,0,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False
54,3,68850.0,9,9,1,350,1,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False
64,4,79049.0,2,6,1,300,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False
64,3,63749.0,6,1,1,100,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False
40,3,62250.0,12,1,0,200,1,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False
43,2,61965.0,9,2,1,250,1,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False
22,2,68850.0,12,4,1,350,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
58,3,55120.0,1,18,1,250,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False
31,2,70549.0,5,16,1,200,0,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False
54,1,61965.0,7,12,1,250,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
30,5,79049.0,2,29,1,300,0,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False
32,2,79049.0,3,18,1,300,0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
42,3,63749.0,2,27,1,100,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False
46,1,63749.0,4,27,1,100,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
43,2,55120.0,7,5,1,250,1,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False
57,2,61965.0,9,4,1,250,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
57,3,63749.0,6,27,1,100,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
33,1,61965.0,10,3,1,250,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
41,2,70549.0,6,11,1,200,1,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False
38,3,70549.0,3,22,0,200,0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False
40,6,63749.0,2,8,1,100,1,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False
36,3,68850.0,12,11,1,350,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
25,2,56249.0,11,27,0,100,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False
49,3,58320.0,10,17,1,250,0,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False
44,1,61965.0,8,15,0,250,0,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False
57,3,69749.0,5,23,1,300,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False
55,1,61965.0,7,11,1,250,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
65,3,68850.0,7,22,1,350,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False
65,6,79049.0,3,13,0,300,1,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False
19,6,79049.0,2,22,1,300,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
64,4,70549.0,5,24,1,200,1,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False
29,1,61965.0,11,29,1,250,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
20,2,63749.0,2,18,1,100,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
24,5,69749.0,9,19,0,300,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False
56,1,61965.0,12,19,1,250,1,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
60,3,63749.0,6,20,0,100,0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False
51,1,61965.0,8,15,0,250,1,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False
50,1,61965.0,8,16,1,250,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
34,2,61965.0,7,12,1,250,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
45,1,63749.0,3,30,0,100,0,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False
52,2,56249.0,11,27,0,100,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False
46,3,68850.0,9,7,1,350,0,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False
58,1,61965.0,9,17,1,250,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
51,3,68850.0,10,17,1,350,1,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False
47,2,64800.0,7,8,1,350,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False
64,3,68850.0,11,6,0,350,0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False
48,4,63749.0,2,10,1,100,1,1,False,False,True,False,True,False,False,False,False,False,False,True,False,False
45,2,62800.0,10,24,1,350,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False
29,3,69749.0,12,20,1,300,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
47,4,76415.0,7,3,0,250,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False
30,1,63749.0,5,5,0,100,1,1,False,True,False,True,False,False,False,False,False,False,True,False,False,False
22,3,68850.0,10,2,1,350,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
31,1,70549.0,5,28,1,200,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
51,1,61965.0,7,9,1,250,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
59,3,61965.0,11,15,1,250,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False
49,2,63749.0,6,8,0,100,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True
59,2,61965.0,7,18,1,250,0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False
66,3,70549.0,6,30,1,200,1,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False
24,2,58320.0,1,21,1,250,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
59,5,76415.0,10,1,1,250,0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False
24,4,70549.0,1,18,1,200,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
54,2,68850.0,9,20,1,350,0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False
49,2,61965.0,8,12,1,250,1,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
66,3,62800.0,11,16,0,350,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False
38,2,63749.0,6,12,1,100,0,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False
46,3,62800.0,8,2,1,350,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False
28,4,67920.0,7,24,1,250,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False
52,1,68850.0,11,12,1,350,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False
66,2,63749.0,5,14,0,100,0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False
44,2,68850.0,10,7,1,350,1,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False
44,4,70549.0,4,30,1,200,1,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False
64,3,79049.0,3,7,1,300,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False
63,3,74399.0,8,28,0,300,1,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False
66,2,61965.0,9,19,0,250,0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False
50,1,79049.0,1,29,1,300,1,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False
56,5,79049.0,3,21,1,300,0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False
31,2,63749.0,3,21,1,100,0,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False
49,5,69749.0,5,31,1,300,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False
49,1,63749.0,2,20,1,100,1,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False
20,3,63749.0,6,30,0,100,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True
24,2,68850.0,7,11,1,350,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False
