is_actived,Genero,Edad,city_owner,estrato,price_plan,nombre_zone,ventas_Retiradas_causales,Retiro,motivo_rechazo_solicitud,mes,dia,venta,grupo_edad,tipo_plan,plan_MB
Orden creada,H,33,Cali,4,62250.0,O,Voluntario,SI,No Aplica,8,28,1,30-39,Internet,200
Orden creada,H,30,Cali,3,69749.0,O,No Aplica,NO,No Aplica,8,28,1,30-39,Internet,300
Rechazado,H,30,Cali,1,59999.0,O,No Aplica,NO,Otro,8,28,0,30-39,Internet-voz,100
Orden creada,M,40,Cali,2,74399.0,O,Voluntario,SI,No Aplica,8,28,1,40-49,Internet-voz,300
Orden creada,M,29,Cali,5,66399.0,S,No Aplica,NO,No Aplica,8,29,1,18-29,Internet-voz,200
Orden creada,H,37,Cali,4,66399.0,N,No Aplica,NO,No Aplica,8,29,1,30-39,Internet-voz,200
Rechazado,H,55,Cali,3,62250.0,C,No Aplica,NO,Otro,8,29,0,50-59,Internet,200
Orden creada,H,36,Cali,3,69749.0,N,No Aplica,NO,No Aplica,8,29,1,30-39,Internet,300
Orden creada,H,53,Cali,4,59999.0,O,Voluntario,SI,No Aplica,8,29,1,50-59,Internet-voz,100
Orden creada,M,24,Cali,2,66399.0,N,No Aplica,NO,No Aplica,8,29,1,18-29,Internet-voz,200
Orden creada,H,25,Cali,2,59999.0,N,No Aplica,NO,No Aplica,8,29,1,18-29,Internet-voz,100
Orden creada,H,48,Cali,3,74399.0,O,No Aplica,NO,No Aplica,8,29,1,40-49,Internet-voz,300
Orden creada,H,54,Cali,2,66399.0,N,No Aplica,NO,No Aplica,8,29,1,50-59,Internet-voz,200
Orden creada,H,27,Cali,3,69749.0,S,No Aplica,NO,No Aplica,8,29,1,18-29,Internet,300
Orden creada,H,48,Cali,2,69749.0,O,Voluntario,SI,No Aplica,8,29,1,40-49,Internet,300
Orden creada,H,61,Cali,4,74399.0,O,Voluntario,SI,No Aplica,8,29,1,60-69,Internet-voz,300
Orden creada,M,27,Cali,2,66399.0,O,No Aplica,NO,No Aplica,8,29,1,18-29,Internet-voz,200
Orden creada,H,32,Cali,4,56249.0,O,Voluntario,SI,No Aplica,8,29,1,30-39,Internet,100
Rechazado,H,26,Cali,3,62250.0,C,No Aplica,NO,Otro,8,30,0,18-29,Internet,200
Rechazado,M,33,Cali,3,69749.0,O,No Aplica,NO,Otro,8,30,0,30-39,Internet,300
Rechazado,H,60,Cali,4,74399.0,S,No Aplica,NO,Otro,8,30,0,60-69,Internet-voz,300
Anulado,H,41,Cali,3,69749.0,O,No Aplica,NO,No Aplica,8,30,0,40-49,Internet,300
Orden creada,H,54,Cali,2,62250.0,O,No Aplica,NO,No Aplica,8,30,1,50-59,Internet,200
Orden creada,H,40,Cali,3,62250.0,N,No Aplica,NO,No Aplica,8,30,1,40-49,Internet,200
Orden creada,H,56,Cali,4,74399.0,S,No Aplica,NO,No Aplica,8,30,1,50-59,Internet-voz,300
Orden creada,H,53,Jamundi,3,62250.0,S,Voluntario,SI,No Aplica,8,30,1,50-59,Internet,200
Orden creada,H,58,Cali,3,69749.0,O,No Aplica,NO,No Aplica,8,30,1,50-59,Internet,300
Rechazado,H,52,Yumbo,3,59999.0,N,No Aplica,NO,Otro,8,30,0,50-59,Internet-voz,100
Rechazado,M,47,Cali,3,74399.0,S,No Aplica,NO,Otro,8,31,0,40-49,Internet-voz,300
Orden creada,H,22,Cali,2,69749.0,O,No Aplica,NO,No Aplica,8,31,1,18-29,Internet,300
Orden creada,M,48,Cali,3,69749.0,O,No Aplica,NO,No Aplica,8,31,1,40-49,Internet,300
Orden creada,M,24,Cali,3,62250.0,O,No Aplica,NO,No Aplica,8,31,1,18-29,Internet,200
Orden creada,H,21,Cali,4,62250.0,O,Voluntario,SI,No Aplica,8,31,1,18-29,Internet,200
Orden creada,H,33,Cali,4,69749.0,N,No Aplica,NO,No Aplica,8,31,1,30-39,Internet,300
Rechazado,H,34,Cali,3,69749.0,O,No Aplica,NO,Otro,9,1,0,30-39,Internet,300
Orden creada,M,41,Cali,2,56249.0,O,Voluntario,SI,No Aplica,9,1,1,40-49,Internet,100
Orden creada,H,21,Cali,2,74399.0,O,No Aplica,NO,No Aplica,9,1,1,18-29,Internet-voz,300
Orden creada,H,34,Cali,2,69749.0,O,Voluntario,SI,No Aplica,9,1,1,30-39,Internet,300
Orden creada,H,30,Cali,5,56249.0,S,No Aplica,NO,No Aplica,9,1,1,30-39,Internet,100
Orden creada,M,30,Cali,3,69749.0,O,No Aplica,NO,No Aplica,9,1,1,30-39,Internet,300
Orden creada,H,57,Cali,3,69749.0,O,No Aplica,NO,No Aplica,9,1,1,50-59,Internet,300
Orden creada,M,50,Cali,3,62250.0,O,Cartera,SI,No Aplica,9,1,1,50-59,Internet,200
Orden creada,M,52,Cali,1,59999.0,O,Anulacion,SI,No Aplica,9,1,1,50-59,Internet-voz,100
Orden creada,H,54,Cali,3,74399.0,S,Anulacion,SI,No Aplica,9,2,1,50-59,Internet-voz,300
Orden creada,M,50,Cali,3,56249.0,O,No Aplica,NO,No Aplica,9,2,1,50-59,Internet,100
Orden creada,H,21,Cali,2,62250.0,S,No Aplica,NO,No Aplica,9,2,1,18-29,Internet,200
Orden creada,H,25,Yumbo,3,59999.0,N,Anulacion,SI,No Aplica,9,3,1,18-29,Internet-voz,100
Orden creada,H,19,Cali,2,59999.0,C,Voluntario,SI,No Aplica,9,4,1,18-29,Internet-voz,100
Orden creada,H,49,Cali,2,62250.0,S,No Aplica,NO,No Aplica,9,4,1,40-49,Internet,200
Orden creada,M,32,Cali,3,62250.0,O,No Aplica,NO,No Aplica,9,4,1,30-39,Internet,200
Orden creada,H,19,Yumbo,3,56249.0,N,No Aplica,NO,No Aplica,9,4,1,18-29,Internet,100
Rechazado,M,59,Cali,3,62250.0,C,No Aplica,NO,Otro,9,4,0,50-59,Internet,200
Orden creada,H,58,Cali,4,69749.0,N,No Aplica,NO,No Aplica,9,4,1,50-59,Internet,300
Rechazado,M,44,Cali,2,59999.0,N,No Aplica,NO,Otro,9,4,0,40-49,Internet-voz,100
Orden creada,M,25,Cali,3,66399.0,S,Voluntario,SI,No Aplica,9,4,1,18-29,Internet-voz,200
Orden creada,H,54,Cali,3,56249.0,N,No Aplica,NO,No Aplica,9,5,1,50-59,Internet,100
Orden creada,M,50,Cali,5,56249.0,S,No Aplica,NO,No Aplica,9,5,1,50-59,Internet,100
Orden creada,H,45,Cali,2,69749.0,C,No Aplica,NO,No Aplica,9,5,1,40-49,Internet,300
Orden creada,H,36,Cali,2,59999.0,S,Cartera,SI,No Aplica,9,5,1,30-39,Internet-voz,100
Orden creada,H,61,Cali,4,69749.0,S,Voluntario,SI,No Aplica,9,5,1,60-69,Internet,300
Orden creada,H,57,Cali,2,69749.0,S,Voluntario,SI,No Aplica,9,5,1,50-59,Internet,300
Orden creada,H,34,Cali,1,62250.0,O,No Aplica,NO,No Aplica,9,5,1,30-39,Internet,200
Orden creada,H,48,Cali,3,66399.0,C,Voluntario,SI,No Aplica,9,5,1,40-49,Internet-voz,200
Orden creada,H,52,Cali,4,62250.0,S,No Aplica,NO,No Aplica,9,6,1,50-59,Internet,200
Orden creada,M,45,Cali,5,69749.0,C,No Aplica,NO,No Aplica,9,6,1,40-49,Internet,300
Orden creada,H,49,Cali,1,59999.0,C,No Aplica,NO,No Aplica,9,6,1,40-49,Internet-voz,100
Orden creada,M,64,Cali,4,69749.0,S,No Aplica,NO,No Aplica,9,6,1,60-69,Internet,300
Orden creada,M,43,Cali,5,62250.0,N,Anulacion,SI,No Aplica,9,6,1,40-49,Internet,200
Orden creada,H,36,Cali,2,74399.0,C,Cartera,SI,No Aplica,9,6,1,30-39,Internet-voz,300
Orden creada,H,23,Cali,3,69749.0,N,No Aplica,NO,No Aplica,9,6,1,18-29,Internet,300
Orden creada,H,37,Cali,3,56249.0,N,Voluntario,SI,No Aplica,9,6,1,30-39,Internet,100
Orden creada,H,39,Cali,5,69749.0,S,Voluntario,SI,No Aplica,9,6,1,30-39,Internet,300
Orden creada,M,52,Cali,3,62250.0,S,Voluntario,SI,No Aplica,9,7,1,50-59,Internet,200
Orden creada,H,30,Jamundi,4,74399.0,S,Voluntario,SI,No Aplica,9,7,1,30-39,Internet-voz,300
Orden creada,M,24,Cali,4,62250.0,S,No Aplica,NO,No Aplica,9,7,1,18-29,Internet,200
Orden creada,H,61,Cali,3,69999.0,N,No Aplica,NO,No Aplica,9,7,1,60-69,Internet-voz,80
Orden creada,H,46,Cali,2,59999.0,S,No Aplica,NO,No Aplica,9,7,1,40-49,Internet-voz,100
Orden creada,H,63,Cali,3,69749.0,S,No Aplica,NO,No Aplica,9,8,1,60-69,Internet,300
Rechazado,H,40,Cali,3,66399.0,S,No Aplica,NO,Otro,9,8,0,40-49,Internet-voz,200
Orden creada,H,22,Cali,2,69749.0,O,Cartera,SI,No Aplica,9,8,1,18-29,Internet,300
Orden creada,H,51,Cali,2,66399.0,O,No Aplica,NO,No Aplica,9,8,1,50-59,Internet-voz,200
Orden creada,H,31,Cali,1,59999.0,O,No Aplica,NO,No Aplica,9,8,1,30-39,Internet-voz,100
Rechazado,M,34,Cali,2,74399.0,O,No Aplica,NO,Otro,9,9,0,30-39,Internet-voz,300
Orden creada,M,28,Cali,3,66399.0,S,No Aplica,NO,No Aplica,9,11,1,18-29,Internet-voz,200
Orden creada,M,26,Cali,3,69749.0,S,Voluntario,SI,No Aplica,9,11,1,18-29,Internet,300
Orden creada,M,35,Cali,3,56249.0,O,Cartera,SI,No Aplica,9,11,1,30-39,Internet,100
Orden creada,M,44,Cali,4,66399.0,S,No Aplica,NO,No Aplica,9,11,1,40-49,Internet-voz,200
Orden creada,M,50,Cali,2,69749.0,S,No Aplica,NO,No Aplica,9,11,1,50-59,Internet,300
Orden creada,H,38,Cali,2,56249.0,O,No Aplica,NO,No Aplica,9,11,1,30-39,Internet,100
Rechazado,M,22,Cali,2,66399.0,N,No Aplica,NO,Otro,9,11,0,18-29,Internet-voz,200
Rechazado,H,53,Cali,1,59999.0,O,No Aplica,NO,Otro,9,11,0,50-59,Internet-voz,100
Orden creada,H,58,Cali,3,59999.0,C,Anulacion,SI,No Aplica,9,11,1,50-59,Internet-voz,100
Orden creada,M,31,Cali,1,59999.0,O,No Aplica,NO,No Aplica,9,11,1,30-39,Internet-voz,100
Orden creada,H,40,Cali,2,59999.0,N,Anulacion,SI,No Aplica,9,12,1,40-49,Internet-voz,100
Orden creada,M,52,Cali,2,66399.0,N,No Aplica,NO,No Aplica,9,12,1,50-59,Internet-voz,200
Rechazado,H,25,Cali,3,74399.0,S,No Aplica,NO,Otro,9,12,0,18-29,Internet-voz,300
Orden creada,H,24,Jamundi,3,59999.0,S,No Aplica,NO,No Aplica,9,12,1,18-29,Internet-voz,100
Orden creada,H,40,Cali,2,66399.0,C,No Aplica,NO,No Aplica,9,12,1,40-49,Internet-voz,200
Rechazado,M,56,Cali,3,66399.0,N,No Aplica,NO,Otro,9,12,0,50-59,Internet-voz,200
Orden creada,M,41,Cali,1,56249.0,O,Cartera,SI,No Aplica,9,12,1,40-49,Internet,100
Orden creada,M,59,Cali,5,74399.0,S,Voluntario,SI,No Aplica,9,12,1,50-59,Internet-voz,300
Orden creada,M,39,Cali,3,62250.0,C,No Aplica,NO,No Aplica,9,12,1,30-39,Internet,200
Orden creada,M,34,Cali,3,56249.0,S,No Aplica,NO,No Aplica,9,12,1,30-39,Internet,100
Rechazado,H,59,Cali,5,74399.0,C,No Aplica,NO,Otro,9,12,0,50-59,Internet-voz,300
Orden creada,H,33,Cali,5,74399.0,C,No Aplica,NO,No Aplica,9,12,1,30-39,Internet-voz,300
Orden creada,H,41,Cali,1,66399.0,O,No Aplica,NO,No Aplica,9,12,1,40-49,Internet-voz,200
Orden creada,H,30,Cali,5,56249.0,S,Voluntario,SI,No Aplica,9,12,1,30-39,Internet,100
Orden creada,H,19,Cali,4,62250.0,N,No Aplica,NO,No Aplica,9,12,1,18-29,Internet,200
Orden creada,H,53,Cali,3,69749.0,S,Anulacion,SI,No Aplica,9,13,1,50-59,Internet,300
Orden creada,H,39,Cali,3,66399.0,C,No Aplica,NO,No Aplica,9,13,1,30-39,Internet-voz,200
Orden creada,H,23,Cali,2,69749.0,N,No Aplica,NO,No Aplica,9,13,1,18-29,Internet,300
Orden creada,H,58,Cali,2,69749.0,N,No Aplica,NO,No Aplica,9,13,1,50-59,Internet,300
Orden creada,H,60,Cali,3,56249.0,S,Voluntario,SI,No Aplica,9,13,1,60-69,Internet,100
Rechazado,H,60,Cali,3,59999.0,C,No Aplica,NO,Otro,9,13,0,60-69,Internet-voz,100
Rechazado,H,48,Cali,3,59999.0,C,No Aplica,NO,Otro,9,13,0,40-49,Internet-voz,100
Orden creada,H,26,Cali,3,66399.0,C,No Aplica,NO,No Aplica,9,13,1,18-29,Internet-voz,200
Orden creada,H,24,Cali,2,62250.0,C,No Aplica,NO,No Aplica,9,14,1,18-29,Internet,200
Orden creada,H,56,Jamundi,4,56249.0,S,No Aplica,NO,No Aplica,9,14,1,50-59,Internet,100
Orden creada,H,22,Cali,3,56249.0,C,Cartera,SI,No Aplica,9,14,1,18-29,Internet,100
Rechazado,M,29,Cali,2,59999.0,N,No Aplica,NO,Otro,9,14,0,18-29,Internet-voz,100
Orden creada,M,38,Cali,2,62250.0,N,No Aplica,NO,No Aplica,9,14,1,30-39,Internet,200
Rechazado,M,37,Cali,3,69749.0,C,No Aplica,NO,Otro,9,14,0,30-39,Internet,300
Orden creada,H,51,Cali,4,69749.0,N,Voluntario,SI,No Aplica,9,14,1,50-59,Internet,300
Orden creada,H,45,Cali,3,69749.0,S,Voluntario,SI,No Aplica,9,15,1,40-49,Internet,300
Orden creada,H,53,Cali,5,56249.0,N,Voluntario,SI,No Aplica,9,15,1,50-59,Internet,100
Orden creada,H,39,Jamundi,3,66399.0,S,Anulacion,SI,No Aplica,9,15,1,30-39,Internet-voz,200
Orden creada,H,53,Cali,2,69749.0,S,No Aplica,NO,No Aplica,9,15,1,50-59,Internet,300
Orden creada,H,29,Cali,2,62250.0,C,No Aplica,NO,No Aplica,9,15,1,18-29,Internet,200
Rechazado,H,50,Cali,2,69749.0,C,No Aplica,NO,Otro,9,17,0,50-59,Internet,300
Orden creada,H,50,Cali,5,69749.0,S,No Aplica,NO,No Aplica,9,17,1,50-59,Internet,300
Orden creada,M,28,Cali,3,66399.0,N,No Aplica,NO,No Aplica,9,18,1,18-29,Internet-voz,200
Orden creada,M,41,Cali,2,74399.0,C,No Aplica,NO,No Aplica,9,18,1,40-49,Internet-voz,300
Rechazado,H,36,Cali,3,69749.0,O,No Aplica,NO,Otro,9,18,0,30-39,Internet,300
Orden creada,H,47,Jamundi,4,62250.0,S,Voluntario,SI,No Aplica,9,18,1,40-49,Internet,200
Orden creada,M,53,Cali,2,66399.0,C,Voluntario,SI,No Aplica,9,18,1,50-59,Internet-voz,200
Orden creada,H,32,Cali,1,56249.0,O,No Aplica,NO,No Aplica,9,18,1,30-39,Internet,100
Orden creada,H,63,Cali,3,74399.0,S,Cartera,SI,No Aplica,9,18,1,60-69,Internet-voz,300
Orden creada,H,58,Jamundi,4,59999.0,S,Cartera,SI,No Aplica,9,18,1,50-59,Internet-voz,100
Orden creada,H,54,Cali,3,56249.0,C,Anulacion,SI,No Aplica,9,18,1,50-59,Internet,100
Orden creada,H,63,Cali,3,69749.0,S,No Aplica,NO,No Aplica,9,19,1,60-69,Internet,300
Orden creada,H,23,Cali,3,69335.3977663614,S,No Aplica,NO,No Aplica,9,19,1,18-29,Internet,300
Orden creada,M,24,Cali,5,69749.0,S,Voluntario,SI,No Aplica,9,19,1,18-29,Internet,300
Orden creada,H,64,Cali,4,74399.0,C,No Aplica,NO,No Aplica,9,19,1,60-69,Internet-voz,300
Orden creada,H,56,Cali,3,69749.0,C,No Aplica,NO,No Aplica,9,19,1,50-59,Internet,300
Rechazado,H,58,Cali,3,66399.0,N,No Aplica,NO,Otro,9,19,0,50-59,Internet-voz,200
Orden creada,H,20,Cali,1,66399.0,O,No Aplica,NO,No Aplica,9,19,1,18-29,Internet-voz,200
Orden creada,H,46,Cali,6,66399.0,S,No Aplica,NO,No Aplica,9,19,1,40-49,Internet-voz,200
Orden creada,H,42,Cali,2,56249.0,C,No Aplica,NO,No Aplica,9,20,1,40-49,Internet,100
Orden creada,H,63,Cali,2,59999.0,O,No Aplica,NO,No Aplica,9,20,1,60-69,Internet-voz,100
Orden creada,M,57,Cali,5,69749.0,S,No Aplica,NO,No Aplica,9,20,1,50-59,Internet,300
Orden creada,H,53,Cali,5,62250.0,S,No Aplica,NO,No Aplica,9,20,1,50-59,Internet,200
Orden creada,M,25,Yumbo,3,66399.0,C,No Aplica,NO,No Aplica,9,20,1,18-29,Internet-voz,200
Orden creada,H,53,Cali,3,62250.0,S,Voluntario,SI,No Aplica,9,21,1,50-59,Internet,200
Rechazado,M,61,Cali,3,74399.0,C,No Aplica,NO,Otro,9,21,0,60-69,Internet-voz,300
Orden creada,H,33,Cali,1,62250.0,O,No Aplica,NO,No Aplica,9,21,1,30-39,Internet,200
Orden creada,H,30,Cali,2,68000.0,N,Cartera,SI,No Aplica,9,21,1,30-39,Internet,80
Rechazado,H,22,Cali,3,59999.0,C,No Aplica,NO,Otro,9,21,0,18-29,Internet-voz,100
Orden creada,H,64,Cali,3,56249.0,S,No Aplica,NO,No Aplica,9,21,1,60-69,Internet,100
Orden creada,M,39,Cali,4,62250.0,S,Voluntario,SI,No Aplica,9,21,1,30-39,Internet,200
Orden creada,H,47,Cali,3,62250.0,O,Voluntario,SI,No Aplica,9,21,1,40-49,Internet,200
Orden creada,H,27,Cali,3,74399.0,S,No Aplica,NO,No Aplica,9,21,1,18-29,Internet-voz,300
Anulado,M,53,Jamundi,4,69749.0,S,No Aplica,NO,No Aplica,9,21,0,50-59,Internet,300
Orden creada,M,31,Cali,3,66399.0,S,No Aplica,NO,No Aplica,9,22,1,30-39,Internet-voz,200
Orden creada,H,37,Cali,2,56249.0,S,No Aplica,NO,No Aplica,9,22,1,30-39,Internet,100
Orden creada,H,29,Cali,2,56249.0,C,No Aplica,NO,No Aplica,9,22,1,18-29,Internet,100
Orden creada,M,51,Cali,2,69749.0,C,No Aplica,NO,No Aplica,9,22,1,50-59,Internet,300
Orden creada,H,45,Cali,4,69749.0,S,No Aplica,NO,No Aplica,9,22,1,40-49,Internet,300
Orden creada,H,32,Cali,1,62250.0,O,No Aplica,NO,No Aplica,9,23,1,30-39,Internet,200
Orden creada,H,66,Cali,4,59999.0,C,No Aplica,NO,No Aplica,9,23,1,60-69,Internet-voz,100
Orden creada,H,52,Cali,3,56249.0,N,Voluntario,SI,No Aplica,9,23,1,50-59,Internet,100
Orden creada,M,41,Cali,1,56249.0,O,Voluntario,SI,No Aplica,9,24,1,40-49,Internet,100
Orden creada,M,46,Cali,2,69749.0,O,No Aplica,NO,No Aplica,9,25,1,40-49,Internet,300
Orden creada,H,25,Cali,3,69749.0,N,Voluntario,SI,No Aplica,9,25,1,18-29,Internet,300
Orden creada,H,63,Cali,2,62250.0,C,No Aplica,NO,No Aplica,9,25,1,60-69,Internet,200
Orden creada,H,23,Cali,3,56249.0,C,No Aplica,NO,No Aplica,9,25,1,18-29,Internet,100
Orden creada,H,42,Cali,4,56249.0,S,Voluntario,SI,No Aplica,9,25,1,40-49,Internet,100
Orden creada,H,29,Cali,3,59999.0,C,No Aplica,NO,No Aplica,9,25,1,18-29,Internet-voz,100
Orden creada,H,26,Cali,2,56249.0,S,No Aplica,NO,No Aplica,9,25,1,18-29,Internet,100
Orden creada,M,37,Jamundi,4,56249.0,S,Anulacion,SI,No Aplica,9,25,1,30-39,Internet,100
Orden creada,H,46,Cali,6,69749.0,N,Voluntario,SI,No Aplica,9,25,1,40-49,Internet,300
Orden creada,H,55,Cali,2,74399.0,N,Cartera,SI,No Aplica,9,25,1,50-59,Internet-voz,300
Orden creada,H,62,Cali,2,74399.0,C,Voluntario,SI,No Aplica,9,25,1,60-69,Internet-voz,300
Orden creada,H,61,Cali,4,66399.0,C,No Aplica,NO,No Aplica,9,25,1,60-69,Internet-voz,200
Orden creada,M,53,Cali,2,59999.0,N,No Aplica,NO,No Aplica,9,25,1,50-59,Internet-voz,100
Rechazado,H,19,Cali,5,62250.0,S,No Aplica,NO,Otro,9,25,0,18-29,Internet,200
Orden creada,M,22,Cali,2,62250.0,N,No Aplica,NO,No Aplica,9,25,1,18-29,Internet,200
Orden creada,H,41,Cali,1,56249.0,O,No Aplica,NO,No Aplica,9,25,1,40-49,Internet,100
Orden creada,M,45,Cali,5,69749.0,S,Anulacion,SI,No Aplica,9,26,1,40-49,Internet,300
Rechazado,M,54,Cali,3,74399.0,C,No Aplica,NO,Otro,9,26,0,50-59,Internet-voz,300
Rechazado,M,62,Cali,2,69749.0,C,No Aplica,NO,Otro,9,26,0,60-69,Internet,300
Orden creada,H,55,Cali,1,59999.0,C,No Aplica,NO,No Aplica,9,26,1,50-59,Internet-voz,100
Orden creada,M,28,Cali,4,62250.0,S,No Aplica,NO,No Aplica,9,26,1,18-29,Internet,200
Orden creada,H,58,Cali,3,62250.0,N,No Aplica,NO,No Aplica,9,26,1,50-59,Internet,200
Orden creada,H,29,Cali,4,56249.0,N,No Aplica,NO,No Aplica,9,27,1,18-29,Internet,100
Orden creada,H,27,Cali,3,56249.0,O,No Aplica,NO,No Aplica,9,27,1,18-29,Internet,100
Rechazado,H,61,Cali,3,56249.0,C,No Aplica,NO,Otro,9,27,0,60-69,Internet,100
Orden creada,H,22,Cali,1,68000.0,S,No Aplica,NO,No Aplica,9,27,1,18-29,Internet,80
Orden creada,M,37,Cali,3,66399.0,C,No Aplica,NO,No Aplica,9,27,1,30-39,Internet-voz,200
Orden creada,H,31,Cali,2,56249.0,C,No Aplica,NO,No Aplica,9,27,1,30-39,Internet,100
Orden creada,M,63,Cali,1,66399.0,S,No Aplica,NO,No Aplica,9,27,1,60-69,Internet-voz,200
Orden creada,H,52,Cali,1,59999.0,O,Voluntario,SI,No Aplica,9,27,1,50-59,Internet-voz,100
Orden creada,H,42,Cali,3,62250.0,N,No Aplica,NO,No Aplica,9,28,1,40-49,Internet,200
Orden creada,H,43,Cali,3,56249.0,S,No Aplica,NO,No Aplica,9,28,1,40-49,Internet,100
Orden creada,M,60,Cali,3,69749.0,C,No Aplica,NO,No Aplica,9,28,1,60-69,Internet,300
Rechazado,M,54,Cali,2,59999.0,O,No Aplica,NO,Otro,9,28,0,50-59,Internet-voz,100
Rechazado,M,18,Cali,2,62250.0,O,No Aplica,NO,Otro,9,28,0,18-29,Internet,200
Rechazado,H,25,Cali,4,66399.0,S,No Aplica,NO,Otro,9,28,0,18-29,Internet-voz,200
Orden creada,M,52,Cali,3,62250.0,S,No Aplica,NO,No Aplica,9,28,1,50-59,Internet,200
Orden creada,H,42,Cali,2,66399.0,C,No Aplica,NO,No Aplica,9,28,1,40-49,Internet-voz,200
Rechazado,M,30,Cali,2,62250.0,C,No Aplica,NO,Otro,9,28,0,30-39,Internet,200
Orden creada,M,54,Cali,2,62250.0,C,Voluntario,SI,No Aplica,9,28,1,50-59,Internet,200
Orden creada,H,39,Cali,4,69749.0,S,Voluntario,SI,No Aplica,9,28,1,30-39,Internet,300
Orden creada,H,65,Cali,5,66399.0,S,No Aplica,NO,No Aplica,9,28,1,60-69,Internet-voz,200
Orden creada,H,59,Cali,6,69749.0,O,No Aplica,NO,No Aplica,9,29,1,50-59,Internet,300
Orden creada,H,51,Cali,3,62250.0,N,Voluntario,SI,No Aplica,9,29,1,50-59,Internet,200
Orden creada,M,57,Cali,2,69749.0,C,No Aplica,NO,No Aplica,9,29,1,50-59,Internet,300
Orden creada,M,20,Cali,4,66399.0,C,Voluntario,SI,No Aplica,9,29,1,18-29,Internet-voz,200
Orden creada,H,31,Cali,3,69749.0,C,No Aplica,NO,No Aplica,9,29,1,30-39,Internet,300
Orden creada,H,65,Cali,5,69749.0,S,No Aplica,NO,No Aplica,9,29,1,60-69,Internet,300
Orden creada,H,46,Cali,2,74399.0,S,No Aplica,NO,No Aplica,9,29,1,40-49,Internet-voz,300
Orden creada,H,40,Cali,3,66399.0,N,No Aplica,NO,No Aplica,9,29,1,40-49,Internet-voz,200
Orden creada,H,25,Cali,2,62250.0,O,No Aplica,NO,No Aplica,9,29,1,18-29,Internet,200
Orden creada,H,46,Cali,4,83000.0,S,No Aplica,NO,No Aplica,9,30,1,40-49,Internet,200
Rechazado,H,18,Cali,3,74999.0,N,No Aplica,NO,Otro,9,30,0,18-29,Internet-voz,100
Orden creada,H,50,Jamundi,4,69749.0,S,No Aplica,NO,No Aplica,10,2,1,50-59,Internet,300
Orden creada,H,54,Cali,2,59999.0,N,Cartera,SI,No Aplica,10,2,1,50-59,Internet-voz,100
Orden creada,H,54,Cali,3,74399.0,C,No Aplica,NO,No Aplica,10,2,1,50-59,Internet-voz,300
Rechazado,H,38,Cali,3,69749.0,C,No Aplica,NO,Otro,10,2,0,30-39,Internet,300
Orden creada,M,35,Yumbo,2,56249.0,N,No Aplica,NO,No Aplica,10,2,1,30-39,Internet,100
Orden creada,H,50,Cali,2,56249.0,C,No Aplica,NO,No Aplica,10,2,1,50-59,Internet,100
Orden creada,H,18,Cali,1,62250.0,O,Anulacion,SI,No Aplica,10,2,1,18-29,Internet,200
Orden creada,H,52,Cali,3,69749.0,C,No Aplica,NO,No Aplica,10,2,1,50-59,Internet,300
Orden creada,H,66,Cali,3,59999.0,N,No Aplica,NO,No Aplica,10,2,1,60-69,Internet-voz,100
Orden creada,H,37,Cali,3,56249.0,N,No Aplica,NO,No Aplica,10,2,1,30-39,Internet,100
Orden creada,H,47,Cali,3,69749.0,C,No Aplica,NO,No Aplica,10,2,1,40-49,Internet,300
Orden creada,H,61,Cali,5,69749.0,S,No Aplica,NO,No Aplica,10,2,1,60-69,Internet,300
Rechazado,M,39,Cali,4,74399.0,S,No Aplica,NO,Otro,10,2,0,30-39,Internet-voz,300
Orden creada,M,35,Cali,3,56249.0,N,Cartera,SI,No Aplica,10,2,1,30-39,Internet,100
Orden creada,H,52,Cali,1,56249.0,C,No Aplica,NO,No Aplica,10,2,1,50-59,Internet,100
Orden creada,H,46,Cali,1,62250.0,O,No Aplica,NO,No Aplica,10,2,1,40-49,Internet,200
Orden creada,H,39,Cali,3,69749.0,S,Cartera,SI,No Aplica,10,3,1,30-39,Internet,300
Rechazado,H,40,Cali,2,59999.0,S,No Aplica,NO,Otro,10,3,0,40-49,Internet-voz,100
Anulado,M,25,Cali,4,69749.0,S,No Aplica,NO,No Aplica,10,3,0,18-29,Internet,300
Orden creada,H,52,Cali,3,69749.0,C,Cartera,SI,No Aplica,10,3,1,50-59,Internet,300
Orden creada,H,60,Cali,5,59999.0,N,No Aplica,NO,No Aplica,10,3,1,60-69,Internet-voz,100
Orden creada,H,21,Cali,2,56249.0,C,Voluntario,SI,No Aplica,10,3,1,18-29,Internet,100
Orden creada,H,38,Cali,3,74399.0,C,No Aplica,NO,No Aplica,10,3,1,30-39,Internet-voz,300
Orden creada,H,58,Cali,3,56249.0,S,No Aplica,NO,No Aplica,10,4,1,50-59,Internet,100
Orden creada,H,53,Cali,2,62250.0,C,No Aplica,NO,No Aplica,10,4,1,50-59,Internet,200
Orden creada,H,20,Cali,4,62250.0,S,No Aplica,NO,No Aplica,10,4,1,18-29,Internet,200
Anulado,M,23,Cali,3,74399.0,S,No Aplica,NO,No Aplica,10,4,0,18-29,Internet-voz,300
Orden creada,H,56,Cali,1,59999.0,O,No Aplica,NO,No Aplica,10,4,1,50-59,Internet-voz,100
Rechazado,M,64,Cali,2,59999.0,S,No Aplica,NO,Otro,10,4,0,60-69,Internet-voz,100
