is_actived,Genero,Edad,city_owner,estrato,plan,id_plan,price_plan,user_creation_id,cdo,plan_type,ventas_Retiradas_causales,Retiro,id_comuna,Comuna,duracion_contrato,dia_semana_num,mes
Rechazado,M,50,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,106,0005S0445,Dupla,No Aplica,NO,7,Comuna 07,724,3,3
Orden creada,M,29,Cali,4,INTERNET 100MB,1271,74999.0,107,0001S1172,Internet,No Aplica,NO,10,Comuna 10,724,4,3
Rechazado,M,49,Cali,5,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,109,0012S1113,Dupla,No Aplica,NO,19,Comuna 19,723,5,3
Por Agendar,H,59,Cali,3,DPL BA 500MB+VOZ ILIM-22,1262,149999.0,117,0029S1278,Dupla,No Aplica,NO,3,Comuna 03,713,1,3
Orden creada,H,21,Cali,3,DUPLA BA 40MB+VOZ ILIM-WIFI-21,1239,47600.0,122,0013S3508,Dupla,No Aplica,NO,13,Comuna 13,709,5,3
Orden creada,H,33,Cali,2,DPL BA 80MB+VOZ ILIM-22,1258,69999.0,122,0013S3508,Dupla,No Aplica,NO,13,Comuna 13,709,5,3
Orden creada,H,64,Cali,4,INTERNET 100MB,1271,56249.0,148,0017S3547,Internet,No Aplica,NO,38,Área de Expansión Urbana,698,2,4
Orden creada,M,48,Cali,4,INTERNET 100MB,1271,56249.0,151,0016S1554,Internet,No Aplica,NO,38,Área de Expansión Urbana,698,2,4
Orden creada,H,56,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,191,0013S2209,Dupla,No Aplica,NO,15,Comuna 15,695,5,4
Rechazado,H,22,Cali,2,INTERNET 300MB,1273,69749.0,191,0013S2209,Internet,No Aplica,NO,15,Comuna 15,695,5,4
Rechazado,H,57,Cali,2,INTERNET 300MB,1273,69749.0,191,0013S2209,Internet,No Aplica,NO,15,Comuna 15,695,5,4
Orden creada,M,45,Cali,4,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,192,0017S0512,Dupla,No Aplica,NO,16,Comuna 16,695,5,4
Orden creada,H,34,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,219,0005S0464,Dupla,No Aplica,NO,7,Comuna 07,692,7,4
Rechazado,H,57,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,234,0013S0768,Dupla,No Aplica,NO,15,Comuna 15,691,2,4
Orden creada,H,38,Cali,1,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,237,0029S1871,Dupla,No Aplica,NO,3,Comuna 03,691,2,4
Por Agendar,H,45,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,147,0001S0819,Dupla,No Aplica,NO,9,Comuna 09,689,4,4
Orden creada,H,50,Cali,4,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,307,0017S2753,Dupla,No Aplica,NO,17,Comuna 17,684,2,4
Orden creada,H,48,Cali,4,INTERNET 300MB,1273,69749.0,303,0017S3203,Internet,No Aplica,NO,17,Comuna 17,684,2,4
Orden creada,H,27,Cali,2,INTERNET 300MB,1273,69749.0,317,0013S4088,Internet,No Aplica,NO,13,Comuna 13,683,3,4
Orden creada,H,44,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,262,0013S6746,Dupla,No Aplica,NO,14,Comuna 14,682,4,4
Orden creada,H,49,Cali,6,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,329,0019S1479,Dupla,No Aplica,NO,2,Comuna 02,682,4,4
Rechazado,H,49,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,354,0029S2796,Dupla,No Aplica,NO,9,Comuna 09,680,6,4
Orden creada,M,40,Cali,2,INTERNET 300MB,1273,69749.0,374,0013S1310,Internet,Anulacion,SI,16,Comuna 16,370,2,5
Orden creada,H,21,Cali,2,INTERNET 100MB,1271,56249.0,404,0005S5235,Internet,No Aplica,NO,7,Comuna 07,675,4,5
Orden creada,H,61,Yumbo,2,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,407,0021S0504_B,Dupla,No Aplica,NO,0,NR,675,4,5
Rechazado,M,60,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,413,0012S2108,Dupla,No Aplica,NO,20,Comuna 20,674,4,5
Orden creada,H,32,Cali,5,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,328,0017S0831,Dupla,No Aplica,NO,17,Comuna 17,674,5,5
Orden creada,H,44,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,426,0012S2105,Dupla,No Aplica,NO,20,Comuna 20,674,5,5
Orden creada,M,44,Cali,5,INTERNET 300MB,1273,69749.0,405,0012S4801,Internet,Voluntario,SI,19,Comuna 19,311,6,5
Orden creada,H,46,Cali,4,INTERNET 300MB,1273,69749.0,419,0016S1265,Internet,No Aplica,NO,38,Área de Expansión Urbana,672,6,5
Rechazado,M,37,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,439,0013S4407,Dupla,No Aplica,NO,15,Comuna 15,672,6,5
Orden creada,H,53,Cali,1,INTERNET 200MB,1272,62250.0,440,0012S2116,Internet,No Aplica,NO,20,Comuna 20,672,6,5
Rechazado,H,32,Cali,1,INTERNET 200MB,1272,62250.0,440,0012S2116,Internet,No Aplica,NO,20,Comuna 20,672,6,5
Rechazado,H,23,Cali,1,INTERNET 200MB,1272,62250.0,440,0012S2116,Internet,No Aplica,NO,20,Comuna 20,672,6,5
Rechazado,H,21,Cali,1,INTERNET 200MB,1272,62250.0,440,0012S2116,Internet,No Aplica,NO,20,Comuna 20,672,6,5
Orden creada,H,62,Cali,3,INTERNET 100MB,1271,56249.0,432,0029S2734,Internet,Voluntario,SI,9,Comuna 09,339,6,5
Rechazado,M,49,Cali,1,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,439,0013S4407,Dupla,No Aplica,NO,15,Comuna 15,672,7,5
Orden creada,M,20,Cali,2,INTERNET 100MB,1271,56249.0,500,0013S1648,Internet,No Aplica,NO,16,Comuna 16,665,6,5
Orden creada,M,51,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,504,0013S6619,Dupla,No Aplica,NO,14,Comuna 14,664,1,5
Orden creada,M,53,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,513,0013S6791,Dupla,No Aplica,NO,14,Comuna 14,663,2,5
Orden creada,M,20,Cali,2,INTERNET 300MB,1273,69749.0,514,0029S3017,Internet,No Aplica,NO,19,Comuna 19,663,2,5
Orden creada,M,39,Cali,4,INTERNET 300MB,1273,69749.0,506,0017S4532,Internet,No Aplica,NO,38,Área de Expansión Urbana,663,2,5
Orden creada,H,39,Cali,5,INTERNET 300MB,1273,69749.0,516,0019S4030,Internet,No Aplica,NO,2,Comuna 02,663,2,5
Orden creada,M,51,Cali,1,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,439,0013S8416,Dupla,Voluntario,SI,14,Comuna 14,447,2,5
Rechazado,H,53,Cali,1,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,529,0013S8689,Dupla,No Aplica,NO,14,Comuna 14,659,5,5
Orden creada,H,45,Cali,4,INTERNET 200MB,1272,62250.0,532,0029S2880,Internet,Voluntario,SI,19,Comuna 19,608,6,5
Orden creada,H,30,Cali,2,DPL BA 80MB+VOZ ILIM-22,1258,69999.0,533,0013S0281,Dupla,Cartera,SI,15,Comuna 15,288,6,5
Orden creada,H,42,Cali,1,INTERNET 100MB,1271,56249.0,540,0013S8485,Internet,No Aplica,NO,14,Comuna 14,657,1,5
Rechazado,H,35,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,525,0029S0404,Dupla,No Aplica,NO,3,Comuna 03,656,2,5
Orden creada,H,23,Cali,3,INTERNET 200MB,1272,69330.06372614739,549,0017S1810,Internet,Voluntario,SI,38,Área de Expansión Urbana,309,2,5
Orden creada,H,46,Cali,4,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,552,0029S3144,Dupla,No Aplica,NO,19,Comuna 19,656,2,5
Rechazado,H,40,Cali,4,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,552,0029S3144,Dupla,No Aplica,NO,19,Comuna 19,656,2,5
Rechazado,H,46,Cali,4,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,552,0029S3144,Dupla,No Aplica,NO,19,Comuna 19,656,2,5
Rechazado,H,65,Cali,4,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,552,0029S3144,Dupla,No Aplica,NO,19,Comuna 19,656,2,5
Orden creada,M,33,Cali,3,INTERNET 100MB,1271,56249.0,554,0029S3832,Internet,Voluntario,SI,3,Comuna 03,638,2,5
Orden creada,H,44,Yumbo,1,INTERNET 80MB,1270,68000.0,564,0021S0255,Internet,No Aplica,NO,0,NR,654,4,5
Rechazado,H,20,Yumbo,1,INTERNET 80MB,1270,68000.0,564,0021S0255,Internet,No Aplica,NO,0,NR,654,4,5
Rechazado,H,58,Yumbo,1,INTERNET 80MB,1270,68000.0,564,0021S0255,Internet,No Aplica,NO,0,NR,654,4,5
Orden creada,H,61,Cali,3,INTERNET 300MB,1273,69749.0,458,0001S0656,Internet,No Aplica,NO,9,Comuna 09,654,4,5
Orden creada,H,32,Cali,5,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,566,0029S3749,Dupla,No Aplica,NO,2,Comuna 02,654,4,5
Orden creada,M,57,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,558,0001S1866,Dupla,No Aplica,NO,10,Comuna 10,653,5,5
Orden creada,H,51,Cali,2,INTERNET 200MB,1272,62250.0,573,0013S1584,Internet,Voluntario,SI,16,Comuna 16,374,5,5
Orden creada,H,54,Cali,6,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,579,0017S0110,Dupla,Anulacion,SI,0,NR,5,5,5
Rechazado,H,54,Cali,2,INTERNET 100MB,1271,56249.0,598,0017S2632,Internet,No Aplica,NO,38,Área de Expansión Urbana,650,1,5
Orden creada,M,19,Cali,2,INTERNET 100MB,1271,56249.0,570,0005S1211,Internet,No Aplica,NO,4,Comuna 04,650,1,5
Orden creada,H,25,Yumbo,2,INTERNET 100MB,1271,56249.0,599,0021S0532,Internet,No Aplica,NO,0,NR,650,1,5
Orden creada,H,46,Cali,3,DPL BA 500MB+VOZ ILIM-22,1262,149999.0,607,0013S0910,Dupla,No Aplica,NO,15,Comuna 15,649,2,5
Orden creada,H,36,Cali,4,INTERNET 200MB,1272,62250.0,608,0017S0248,Internet,Voluntario,SI,0,NR,443,2,5
Orden creada,H,31,Cali,4,INTERNET 100MB,1271,56249.0,609,0016S1536,Internet,No Aplica,NO,38,Área de Expansión Urbana,649,2,5
Orden creada,M,34,Cali,2,INTERNET 100MB,1271,56249.0,611,0017S2632,Internet,No Aplica,NO,38,Área de Expansión Urbana,649,2,5
Orden creada,H,40,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,613,0029S1098,Dupla,No Aplica,NO,3,Comuna 03,649,2,5
Orden creada,H,51,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,616,0029S1446,Dupla,No Aplica,NO,3,Comuna 03,648,2,5
Orden creada,H,58,Cali,3,INTERNET 100MB,1271,56249.0,621,0017S4478,Internet,Anulacion,SI,16,Comuna 16,250,3,5
Orden creada,H,41,Cali,2,INTERNET 100MB,1271,56249.0,624,0005S0582,Internet,No Aplica,NO,7,Comuna 07,648,3,5
Orden creada,H,28,Jamundi,4,INTERNET 200MB,1272,62250.0,628,0004S0506,Internet,No Aplica,NO,44,Comuna NR,648,3,5
Orden creada,M,18,Cali,3,INTERNET 100MB,1271,56249.0,647,0001S1450,Internet,No Aplica,NO,10,Comuna 10,646,4,6
Orden creada,H,28,Cali,3,INTERNET 300MB,1273,69749.0,649,0001S1093,Internet,No Aplica,NO,10,Comuna 10,646,5,6
Orden creada,H,38,Cali,3,INTERNET 300MB,1273,69749.0,651,0029S3182,Internet,No Aplica,NO,3,Comuna 03,646,5,6
Orden creada,M,55,Cali,2,INTERNET 100MB,1271,56249.0,654,0013S4022,Internet,No Aplica,NO,13,Comuna 13,646,5,6
Orden creada,H,39,Cali,5,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,670,0016S1517,Dupla,Voluntario,SI,38,Área de Expansión Urbana,558,6,6
Rechazado,H,28,Cali,4,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,672,0029S2879,Dupla,No Aplica,NO,19,Comuna 19,645,6,6
Rechazado,H,21,Cali,1,DPL BA 500MB+VOZ ILIM-22,1262,149999.0,673,0013S8635,Dupla,No Aplica,NO,14,Comuna 14,644,6,6
Orden creada,H,63,Cali,1,INTERNET 100MB,1271,56249.0,678,0013S2311,Internet,No Aplica,NO,16,Comuna 16,643,1,6
Orden creada,H,51,Cali,4,INTERNET 200MB,1272,62250.0,664,0029S3022,Internet,No Aplica,NO,19,Comuna 19,643,1,6
Orden creada,M,49,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,685,0013S1540,Dupla,No Aplica,NO,15,Comuna 15,642,1,6
Rechazado,M,64,Cali,4,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,485,0017S0618,Dupla,No Aplica,NO,16,Comuna 16,642,2,6
Orden creada,H,30,Cali,3,INTERNET 300MB,1273,69749.0,686,0019S1296,Internet,Voluntario,SI,2,Comuna 02,484,2,6
Orden creada,H,53,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,578,0005S1063,Dupla,No Aplica,NO,4,Comuna 04,642,2,6
Orden creada,H,35,Cali,1,INTERNET 100MB,1271,56249.0,687,0013S4428,Internet,Cartera,SI,15,Comuna 15,393,2,6
Orden creada,M,30,Cali,2,INTERNET 300MB,1273,69749.0,688,0013S4024,Internet,No Aplica,NO,13,Comuna 13,642,2,6
Rechazado,H,52,Cali,2,INTERNET 100MB,1271,56249.0,646,0013S1007,Internet,No Aplica,NO,16,Comuna 16,641,2,6
Orden creada,H,64,Cali,4,INTERNET 300MB,1273,69749.0,298,0018S0181,Internet,Cartera,SI,0,NR,209,3,6
Orden creada,M,22,Cali,1,INTERNET 100MB,1271,56249.0,683,0013S8387,Internet,Anulacion,SI,14,Comuna 14,42,3,6
Rechazado,H,34,Cali,5,INTERNET 200MB,1272,62250.0,692,0022S0095,Internet,No Aplica,NO,0,NR,641,3,6
Orden creada,M,29,Cali,3,INTERNET 300MB,1273,69749.0,700,0029S2845,Internet,Voluntario,SI,9,Comuna 09,132,4,6
Orden creada,H,62,Cali,3,INTERNET 200MB,1272,62250.0,708,0001S1631,Internet,Cartera,SI,10,Comuna 10,391,5,6
Orden creada,H,47,Cali,1,INTERNET 100MB,1271,56249.0,711,0013S8262,Internet,Voluntario,SI,14,Comuna 14,414,5,6
Orden creada,H,46,Cali,3,INTERNET 300MB,1273,69749.0,716,0001S1512,Internet,No Aplica,NO,10,Comuna 10,639,5,6
Orden creada,M,60,Cali,2,INTERNET 100MB,1271,56249.0,724,0013S3687,Internet,No Aplica,NO,13,Comuna 13,637,7,6
Orden creada,H,50,Cali,3,INTERNET 300MB,1273,69749.0,719,0016S0099,Internet,No Aplica,NO,0,NR,636,7,6
Orden creada,H,27,Jamundi,4,INTERNET 300MB,1273,69749.0,731,0004S1058,Internet,No Aplica,NO,44,Comuna NR,635,2,6
Orden creada,H,28,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,733,0013S8479,Dupla,No Aplica,NO,14,Comuna 14,635,2,6
Orden creada,M,49,Cali,3,INTERNET 300MB,1273,69749.0,734,0019S4008,Internet,Voluntario,SI,2,Comuna 02,615,2,6
Orden creada,H,18,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,736,0013S0746,Dupla,No Aplica,NO,15,Comuna 15,635,2,6
Orden creada,H,30,Cali,3,INTERNET 200MB,1272,62250.0,738,0029S2705,Internet,No Aplica,NO,19,Comuna 19,635,2,6
Orden creada,M,21,Cali,3,INTERNET 100MB,1271,56249.0,712,0013S1482,Internet,Cartera,SI,15,Comuna 15,202,3,6
Orden creada,H,46,Jamundi,4,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,737,0004S2104,Dupla,Voluntario,SI,44,Comuna NR,377,3,6
Orden creada,H,46,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,743,0016S1516,Dupla,No Aplica,NO,38,Área de Expansión Urbana,634,3,6
Rechazado,M,50,Cali,3,INTERNET 300MB,1273,69749.0,713,0001S2185,Internet,No Aplica,NO,10,Comuna 10,633,3,6
Orden creada,M,38,Cali,4,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,751,0017S3667,Dupla,Voluntario,SI,10,Comuna 10,97,4,6
Rechazado,H,56,Cali,3,INTERNET 300MB,1273,69749.0,756,0001S2185,Internet,No Aplica,NO,10,Comuna 10,633,4,6
Orden creada,H,29,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,759,0013S1633,Dupla,Voluntario,SI,16,Comuna 16,96,4,6
Orden creada,M,51,Cali,1,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,760,0013S2313,Dupla,Voluntario,SI,16,Comuna 16,96,4,6
Orden creada,M,28,Cali,1,INTERNET 300MB,1273,69749.0,757,0013S8100,Internet,No Aplica,NO,14,Comuna 14,632,5,6
Orden creada,H,45,Cali,2,INTERNET 100MB,1271,56249.0,763,0013S1024,Internet,Cartera,SI,16,Comuna 16,200,5,6
Rechazado,H,35,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,764,0001S1892,Dupla,No Aplica,NO,10,Comuna 10,632,5,6
Orden creada,M,48,Cali,1,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,768,0013S8240,Dupla,Voluntario,SI,14,Comuna 14,559,5,6
Orden creada,M,18,Jamundi,4,INTERNET 200MB,1272,62250.0,770,0004S0483,Internet,Voluntario,SI,44,Comuna NR,282,5,6
Orden creada,M,40,Cali,3,INTERNET 200MB,1272,62250.0,774,0029S1063,Internet,No Aplica,NO,3,Comuna 03,631,6,6
Orden creada,H,43,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,764,0001S1892,Dupla,No Aplica,NO,10,Comuna 10,630,7,6
Orden creada,H,22,Jamundi,4,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,779,0004S2047,Dupla,Voluntario,SI,44,Comuna NR,382,7,6
Orden creada,H,46,Cali,4,INTERNET 200MB,1272,62250.0,786,0016S1252,Internet,No Aplica,NO,38,Área de Expansión Urbana,628,2,6
Orden creada,H,62,Cali,3,INTERNET 200MB,1272,62250.0,789,0016S1546,Internet,Voluntario,SI,38,Área de Expansión Urbana,175,2,6
Orden creada,M,37,Cali,5,INTERNET 100MB,1271,56249.0,787,0016S1549,Internet,No Aplica,NO,38,Área de Expansión Urbana,628,2,6
Orden creada,H,30,Cali,1,INTERNET 100MB,1271,56249.0,790,0013S8212,Internet,No Aplica,NO,14,Comuna 14,628,2,6
Rechazado,H,40,Cali,4,INTERNET 100MB,1271,56249.0,796,0016S1265,Internet,No Aplica,NO,38,Área de Expansión Urbana,627,3,6
Orden creada,M,28,Cali,4,INTERNET 100MB,1271,56249.0,798,0016S1265,Internet,Voluntario,SI,38,Área de Expansión Urbana,468,3,6
Rechazado,H,64,Cali,2,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,799,0001S2898,Dupla,No Aplica,NO,11,Comuna 11,627,3,6
Orden creada,H,22,Cali,4,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,800,0012S4877,Dupla,Voluntario,SI,19,Comuna 19,397,3,6
Orden creada,H,66,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,801,0013S6850,Dupla,No Aplica,NO,14,Comuna 14,627,3,6
Orden creada,M,47,Cali,2,INTERNET 300MB,1273,69749.0,802,0017S4975,Internet,Voluntario,SI,18,Comuna 18,602,3,6
Orden creada,H,56,Jamundi,3,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,778,0004S1609,Dupla,Voluntario,SI,44,Comuna NR,91,3,6
Orden creada,H,59,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,818,0029S2853,Dupla,No Aplica,NO,9,Comuna 09,626,4,6
Orden creada,H,41,Cali,2,INTERNET 200MB,1272,62250.0,735,0005S5113,Internet,No Aplica,NO,7,Comuna 07,626,4,6
Rechazado,H,65,Cali,2,INTERNET 100MB,1271,56249.0,820,0013S4098,Internet,No Aplica,NO,13,Comuna 13,626,4,6
Orden creada,H,43,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,821,0013S4098,Dupla,Voluntario,SI,13,Comuna 13,90,4,6
Rechazado,H,61,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,823,0029S0164,Dupla,No Aplica,NO,3,Comuna 03,626,4,6
Orden creada,H,48,Cali,2,INTERNET 200MB,1272,62250.0,825,0013S7129,Internet,Voluntario,SI,14,Comuna 14,537,4,6
Rechazado,H,60,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,823,0029S0164,Dupla,No Aplica,NO,3,Comuna 03,626,4,6
Orden creada,H,38,Cali,4,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,843,0017S3597,Dupla,No Aplica,NO,0,NR,623,6,6
Orden creada,H,41,Cali,3,INTERNET 100MB,1271,56249.0,844,0001S1495,Internet,No Aplica,NO,10,Comuna 10,622,1,6
Orden creada,H,25,Cali,1,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,849,0013S8239,Dupla,No Aplica,NO,14,Comuna 14,622,1,6
Orden creada,H,56,Cali,3,TRPLE TV+TEL ILIM+INT 100MB-22,1265,113999.0,851,0001S1912,Triple,Voluntario,SI,10,Comuna 10,233,1,6
Orden creada,H,42,Cali,4,INTERNET 100MB,1271,56249.0,854,0017S3147,Internet,No Aplica,NO,17,Comuna 17,622,1,6
Orden creada,H,21,Cali,2,INTERNET 200MB,1272,62250.0,856,0013S0257,Internet,No Aplica,NO,15,Comuna 15,622,1,6
Rechazado,M,44,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,858,0029S1492,Dupla,No Aplica,NO,3,Comuna 03,622,1,6
Orden creada,H,24,Cali,3,INTERNET 80MB,1270,68000.0,855,0013S9779,Internet,No Aplica,NO,13,Comuna 13,621,1,6
Orden creada,H,27,Cali,2,INTERNET 100MB,1271,56249.0,867,0013S0221,Internet,No Aplica,NO,15,Comuna 15,621,1,6
Orden creada,H,53,Cali,4,INTERNET 300MB,1273,69749.0,883,LIMO_017072_B,Internet,Cartera,SI,0,NR,587,2,6
Orden creada,H,65,Jamundi,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,872,0004S0460,Dupla,Voluntario,SI,44,Comuna NR,246,2,6
Orden creada,H,55,Cali,5,INTERNET 200MB,1272,62250.0,887,0016S0286,Internet,Voluntario,SI,3,Comuna 03,566,3,6
Orden creada,H,27,Yumbo,3,INTERNET 300MB,1273,69749.0,852,0021S1020,Internet,No Aplica,NO,0,NR,620,3,6
Rechazado,H,30,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,880,0029S1443,Dupla,No Aplica,NO,3,Comuna 03,620,3,6
Orden creada,H,19,Cali,3,INTERNET 500MB,1274,149999.0,880,0029S1443,Internet,No Aplica,NO,3,Comuna 03,620,3,6
Orden creada,M,49,Cali,3,INTERNET 300MB,1273,69749.0,889,0029S3022,Internet,No Aplica,NO,19,Comuna 19,620,3,6
Orden creada,H,52,Cali,2,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,894,0013S8204,Dupla,No Aplica,NO,14,Comuna 14,620,3,6
Rechazado,H,29,Cali,5,INTERNET 200MB,1272,62250.0,900,LIMO_017072_B,Internet,No Aplica,NO,0,NR,620,3,6
Orden creada,H,36,Cali,5,INTERNET 200MB,1272,62250.0,910,LIMO_017072_B,Internet,No Aplica,NO,0,NR,619,4,6
Orden creada,H,56,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,913,0001S2519,Dupla,No Aplica,NO,10,Comuna 10,619,4,6
Orden creada,M,58,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,914,0017S2277,Dupla,No Aplica,NO,38,Área de Expansión Urbana,618,4,6
Orden creada,H,46,Cali,3,INTERNET 200MB,1272,62250.0,919,0001S3377,Internet,No Aplica,NO,11,Comuna 11,618,5,6
Orden creada,H,66,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,917,0013S7841,Dupla,No Aplica,NO,14,Comuna 14,617,5,6
Orden creada,H,57,Cali,3,INTERNET 300MB,1273,69749.0,923,0029S2855,Internet,No Aplica,NO,9,Comuna 09,617,6,7
Orden creada,H,20,Cali,3,INTERNET 200MB,1272,62250.0,929,0001S1086,Internet,Voluntario,SI,10,Comuna 10,290,7,7
Orden creada,H,38,Cali,3,INTERNET 300MB,1273,69749.0,933,0029S3843,Internet,No Aplica,NO,3,Comuna 03,616,7,7
Orden creada,M,25,Cali,1,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,928,0013S6928,Dupla,Cartera,SI,14,Comuna 14,275,7,7
Orden creada,H,36,Cali,1,INTERNET 300MB,1273,69749.0,942,0013S7440,Internet,No Aplica,NO,14,Comuna 14,614,2,7
Orden creada,M,60,Cali,3,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,947,0005S1345,Dupla,No Aplica,NO,4,Comuna 04,614,2,7
Orden creada,H,32,Cali,2,INTERNET 200MB,1272,62250.0,948,0001S2898,Internet,No Aplica,NO,11,Comuna 11,614,2,7
Orden creada,H,27,Jamundi,5,INTERNET 300MB,1273,69749.0,965,0004S0024,Internet,No Aplica,NO,44,Comuna NR,612,4,7
Orden creada,H,23,Cali,4,INTERNET 200MB,1272,62250.0,953,0017S0582,Internet,Voluntario,SI,16,Comuna 16,461,4,7
Orden creada,M,50,Cali,3,INTERNET 200MB,1272,62250.0,971,0001S0400,Internet,Voluntario,SI,9,Comuna 09,362,4,7
Orden creada,H,25,Jamundi,4,INTERNET 300MB,1273,69749.0,970,0004S1583,Internet,Anulacion,SI,44,Comuna NR,349,4,7
Orden creada,H,24,Cali,1,INTERNET 100MB,1271,56249.0,978,0013S3966,Internet,Cartera,SI,13,Comuna 13,578,4,7
Orden creada,H,25,Cali,2,INTERNET 100MB,1271,56249.0,979,0013S6629,Internet,No Aplica,NO,14,Comuna 14,611,4,7
Orden creada,M,26,Cali,2,INTERNET 200MB,1272,62250.0,974,0013S1875,Internet,No Aplica,NO,16,Comuna 16,611,4,7
Orden creada,M,29,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,983,0013S1197,Dupla,No Aplica,NO,16,Comuna 16,611,5,7
Orden creada,H,42,Cali,4,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,988,0019S0041,Dupla,No Aplica,NO,2,Comuna 02,610,5,7
Orden creada,M,58,Cali,2,DPL BA 100MB+VOZ ILIM-22,1259,59999.0,982,0013S2427,Dupla,No Aplica,NO,16,Comuna 16,610,5,7
Orden creada,M,43,Cali,3,DPL BA 300MB+VOZ ILIM-22,1261,74399.0,992,0005S0644,Dupla,No Aplica,NO,7,Comuna 07,610,6,7
Rechazado,M,20,Cali,3,INTERNET 100MB,1271,56249.0,1003,0029S3049,Internet,No Aplica,NO,3,Comuna 03,608,1,7
Orden creada,M,52,Cali,3,INTERNET 300MB,1273,69749.0,958,0012S1335,Internet,No Aplica,NO,19,Comuna 19,608,1,7
Orden creada,H,48,Cali,2,INTERNET 100MB,1271,56249.0,1010,0013S1304,Internet,Voluntario,SI,16,Comuna 16,395,1,7
Orden creada,M,38,Cali,3,DPL BA 200MB+VOZ ILIM-22,1260,66399.0,999,0029S3867,Dupla,No Aplica,NO,3,Comuna 03,608,1,7
