is_actived,Genero,Edad,city_owner,estrato,plan,id_plan,price_plan,user_creation_id,cdo,plan_type,ventas_Retiradas_causales,Retiro,id_comuna,Comuna,duracion_contrato,dia_semana_num,mes
Orden creada,H,27,Jamundi,3,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23561,0004S0786,Dupla,No Aplica,NO,44,Comuna NR,111,7,11
Orden creada,M,34,Cali,1,DUPLA 40MB FO + VOZ ILIM-24,1275,41576.0,23562,0013S5393,Dupla,No Aplica,NO,13,Comuna 13,111,7,11
Orden creada,H,34,Cali,4,INTERNET 350MB 24,1278,77520.0,23408,0017S1580,Internet,No Aplica,NO,38,Área de Expansión Urbana,111,1,11
Orden creada,H,51,Cali,2,INTERNET 250MB 24,1279,58565.0,23565,0013S1992,Internet,No Aplica,NO,16,Comuna 16,111,1,11
Orden creada,H,25,Cali,2,INTERNET 250MB 24,1279,55120.0,23566,0013S1211,Internet,No Aplica,NO,16,Comuna 16,111,1,11
Orden creada,M,35,Cali,6,INTERNET 250MB 24,1279,67920.0,23568,0016S0782,Internet,No Aplica,NO,0,NR,111,1,11
Rechazado,H,22,Cali,5,INTERNET 250MB 24,1279,72165.0,23569,0017S10154,Internet,No Aplica,NO,17,Comuna 17,111,1,11
Orden creada,M,21,Cali,3,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23571,0013S9774,Dupla,No Aplica,NO,13,Comuna 13,111,1,11
Orden creada,M,33,Cali,1,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23572,0013S10058,Dupla,No Aplica,NO,21,Comuna 21,111,1,11
Orden creada,H,46,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23573,0013S9871,Dupla,No Aplica,NO,13,Comuna 13,111,1,11
Orden creada,H,45,Cali,6,DPL BA 350MB+VOZ ILIM-24,1281,84915.0,23576,0016S1329,Dupla,No Aplica,NO,22,Comuna 22,111,1,11
Orden creada,H,46,Cali,4,DPL BA 250MB+VOZ ILIM-24,1280,76415.0,23577,0001S0743,Dupla,No Aplica,NO,9,Comuna 09,111,1,11
Orden creada,H,57,Cali,3,INTERNET 350MB 24,1278,62800.0,23575,0029S3163,Internet,No Aplica,NO,3,Comuna 03,111,1,11
Orden creada,M,60,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23578,0013S4063,Dupla,No Aplica,NO,13,Comuna 13,111,1,11
Orden creada,H,28,Jamundi,4,INTERNET 250MB 24,1279,72165.0,23579,0004S1635,Internet,No Aplica,NO,44,Comuna NR,111,1,11
Orden creada,H,26,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23580,0017S5041,Dupla,No Aplica,NO,18,Comuna 18,111,1,11
Orden creada,M,37,Cali,3,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23581,0019S3525,Dupla,No Aplica,NO,5,Comuna 05,111,1,11
Orden creada,H,44,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23583,0013S9822,Dupla,No Aplica,NO,13,Comuna 13,111,1,11
Orden creada,M,46,Cali,1,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23584,0013S4401,Dupla,No Aplica,NO,14,Comuna 14,111,1,11
Orden creada,H,35,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23585,0013S9984,Dupla,No Aplica,NO,13,Comuna 13,111,1,11
Orden creada,M,59,Cali,6,INTERNET 250MB 24,1279,67920.0,23586,0018S0131,Internet,No Aplica,NO,0,NR,111,1,11
Orden creada,H,61,Cali,1,DUPLA 40MB FO + VOZ ILIM-24,1275,41576.0,23587,0013S10612,Dupla,No Aplica,NO,13,Comuna 13,111,1,11
Rechazado,M,48,Cali,4,DPL BA 350MB+VOZ ILIM-24,1281,84915.0,23588,0017S4740,Dupla,No Aplica,NO,19,Comuna 19,111,1,11
Orden creada,H,52,Cali,1,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23590,0013S4123,Dupla,No Aplica,NO,13,Comuna 13,111,1,11
Orden creada,M,49,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23591,0013S9975,Dupla,No Aplica,NO,13,Comuna 13,111,1,11
Orden creada,M,29,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23592,0013S1251,Dupla,No Aplica,NO,16,Comuna 16,111,1,11
Orden creada,H,37,Cali,1,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23593,0005S5996,Dupla,No Aplica,NO,13,Comuna 13,111,1,11
Orden creada,H,57,Cali,4,INTERNET 350MB 24,1278,77520.0,23594,0017S6806,Internet,No Aplica,NO,17,Comuna 17,111,1,11
Orden creada,H,36,Cali,1,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23595,0013S7951,Dupla,No Aplica,NO,14,Comuna 14,111,1,11
Rechazado,H,34,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23596,0012S1946,Dupla,No Aplica,NO,19,Comuna 19,111,1,11
Anulado,H,18,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23597,0013S10080,Dupla,No Aplica,NO,21,Comuna 21,111,1,11
Orden creada,H,33,Cali,2,INTERNET 250MB 24,1279,58565.0,23598,0013S5766,Internet,No Aplica,NO,13,Comuna 13,111,1,11
Orden creada,H,32,Cali,4,DPL BA 250MB+VOZ ILIM-24,1280,76415.0,23599,0016S2067,Dupla,No Aplica,NO,27,La Buitrera,111,1,11
Por Firmar,H,25,Cali,3,DPL BA 350MB+VOZ ILIM-24,1281,64800.0,23582,0029S4828,Dupla,No Aplica,NO,2,Comuna 02,111,1,11
Orden creada,H,47,Cali,5,INTERNET 350MB 24,1278,77520.0,23582,0029S4828,Internet,No Aplica,NO,2,Comuna 02,111,1,11
Orden creada,H,18,Cali,2,INTERNET 350MB 24,1278,62800.0,23600,0005S5876,Internet,No Aplica,NO,7,Comuna 07,111,1,11
Orden creada,M,31,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23602,0013S1922,Dupla,No Aplica,NO,16,Comuna 16,111,1,11
Orden creada,H,27,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23603,0013S1273,Dupla,No Aplica,NO,16,Comuna 16,111,1,11
Orden creada,H,20,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23605,0001S2143,Dupla,No Aplica,NO,10,Comuna 10,111,1,11
Orden creada,H,58,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23608,0001S0815,Dupla,No Aplica,NO,9,Comuna 09,111,1,11
Orden creada,H,58,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23609,0019S5661,Dupla,No Aplica,NO,6,Comuna 06,111,1,11
Orden creada,H,35,Cali,3,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23610,0005S3824,Dupla,No Aplica,NO,8,Comuna 08,111,1,11
Orden creada,H,48,Yumbo,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23611,0021S0484,Dupla,No Aplica,NO,40,Comuna 01,111,1,11
Orden creada,H,58,Cali,4,INTERNET 250MB 24,1279,72165.0,23612,0012S4673,Internet,Voluntario,SI,19,Comuna 19,101,1,11
Orden creada,M,63,Cali,2,INTERNET 250MB 24,1279,58565.0,23546,0013S1252,Internet,No Aplica,NO,16,Comuna 16,111,1,11
Rechazado,M,33,Cali,1,DUPLA 40MB FO + VOZ ILIM-24,1275,41576.0,23613,0013s10034,Dupla,No Aplica,NO,0,NR,111,1,11
Orden creada,H,53,Cali,1,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,21078,0013S3980,Dupla,No Aplica,NO,13,Comuna 13,111,1,11
Orden creada,H,25,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,58320.0,23503,0017S5043,Dupla,No Aplica,NO,18,Comuna 18,111,1,11
Orden creada,M,44,Cali,5,DPL BA 250MB+VOZ ILIM-24,1280,76415.0,23616,0017S0473,Dupla,No Aplica,NO,17,Comuna 17,111,1,11
Orden creada,H,43,Cali,4,DPL BA 350MB+VOZ ILIM-24,1281,84915.0,23618,0029S2850,Dupla,No Aplica,NO,9,Comuna 09,111,1,11
Orden creada,H,62,Cali,3,DUPLA 40MB FO + VOZ ILIM-24,1275,41576.0,23619,0005S2441,Dupla,No Aplica,NO,12,Comuna 12,111,1,11
Orden creada,H,20,Cali,1,INTERNET 350MB 24,1278,62800.0,23617,0012S2742,Internet,Anulacion,SI,20,Comuna 20,85,1,11
Orden creada,H,36,Cali,4,DPL BA 350MB+VOZ ILIM-24,1281,84915.0,19902,0017S0315,Dupla,No Aplica,NO,17,Comuna 17,111,1,11
Orden creada,H,59,Cali,1,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23621,0013S10147,Dupla,No Aplica,NO,21,Comuna 21,111,1,11
Orden creada,H,26,Cali,1,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23622,0015S0239,Dupla,No Aplica,NO,14,Comuna 14,111,1,11
Orden creada,H,31,Cali,1,DPL BA 500MB+VOZ ILIM-24,1282,107100.0,23623,0013S8520,Dupla,No Aplica,NO,14,Comuna 14,111,1,11
Orden creada,H,46,Cali,1,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23624,0013S8061,Dupla,No Aplica,NO,14,Comuna 14,111,1,11
Orden creada,H,65,Cali,3,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23626,0029S2772,Dupla,No Aplica,NO,9,Comuna 09,110,1,11
Rechazado,H,55,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23627,0013S1301,Dupla,No Aplica,NO,16,Comuna 16,110,1,11
Orden creada,H,49,Cali,3,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23628,0017S8518,Dupla,No Aplica,NO,18,Comuna 18,110,1,11
Orden creada,H,50,Cali,1,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23629,0013S10147,Dupla,No Aplica,NO,21,Comuna 21,110,1,11
Orden creada,H,55,Cali,4,INTERNET 250MB 24,1279,72165.0,23630,0012S1535,Internet,No Aplica,NO,19,Comuna 19,110,1,11
Orden creada,H,38,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23633,0019S5454,Dupla,No Aplica,NO,6,Comuna 06,110,1,11
Orden creada,M,48,Cali,3,DPL BA 500MB+VOZ ILIM-24,1282,107100.0,23634,0019S0947,Dupla,No Aplica,NO,0,NR,110,1,11
Orden creada,H,61,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23627,0013S1301,Dupla,No Aplica,NO,16,Comuna 16,110,1,11
Orden creada,H,39,Cali,4,DPL BA 350MB+VOZ ILIM-24,1281,84915.0,8086,0012S2496,Dupla,No Aplica,NO,19,Comuna 19,110,1,11
Orden creada,H,24,Cali,1,DUPLA 40MB FO + VOZ ILIM-24,1275,41576.0,23635,0013S6813,Dupla,No Aplica,NO,14,Comuna 14,110,1,11
Orden creada,H,39,Cali,5,INTERNET 350MB 24,1278,77520.0,23636,0016S1319,Internet,No Aplica,NO,38,Área de Expansión Urbana,110,1,11
Orden creada,H,56,Cali,2,INTERNET 250MB 24,1279,55120.0,23631,0013S0623,Internet,No Aplica,NO,15,Comuna 15,110,1,11
Orden creada,M,47,Cali,5,DPL BA 350MB+VOZ ILIM-24,1281,84915.0,23638,0019S4293,Dupla,No Aplica,NO,2,Comuna 02,110,1,11
Orden creada,H,37,Cali,3,INTERNET 350MB 24,1278,62800.0,23639,0029S2688,Internet,No Aplica,NO,9,Comuna 09,110,2,11
Orden creada,H,44,Yumbo,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23640,0021S0538,Dupla,No Aplica,NO,0,NR,110,2,11
Orden creada,M,36,Cali,3,INTERNET 250MB 24,1279,55120.0,23641,0013S2201,Internet,No Aplica,NO,15,Comuna 15,110,2,11
Orden creada,H,41,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23642,0005S1026,Dupla,No Aplica,NO,4,Comuna 04,110,2,11
Orden creada,H,54,Cali,4,INTERNET 350MB 24,1278,77520.0,23620,0012S2291,Internet,No Aplica,NO,19,Comuna 19,110,2,11
Orden creada,H,35,Cali,6,DPL BA 350MB+VOZ ILIM-24,1281,84915.0,23643,0016S0750,Dupla,No Aplica,NO,22,Comuna 22,110,2,11
Orden creada,H,25,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23644,0017S5283,Dupla,No Aplica,NO,18,Comuna 18,110,2,11
Orden creada,M,47,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23645,0013S9823,Dupla,No Aplica,NO,13,Comuna 13,110,2,11
Orden creada,H,63,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23646,0013S1283,Dupla,No Aplica,NO,16,Comuna 16,110,2,11
Orden creada,H,26,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23647,0017S5299,Dupla,No Aplica,NO,18,Comuna 18,110,2,11
Rechazado,M,54,Cali,1,DUPLA 40MB FO + VOZ ILIM-24,1275,41576.0,23613,0013s10034,Dupla,No Aplica,NO,0,NR,110,2,11
Orden creada,H,38,Cali,3,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23649,0013S1421,Dupla,No Aplica,NO,15,Comuna 15,110,2,11
Orden creada,M,59,Cali,3,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23650,0029S3205,Dupla,No Aplica,NO,19,Comuna 19,110,2,11
Orden creada,H,35,Cali,1,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23651,0013S8810,Dupla,No Aplica,NO,14,Comuna 14,110,2,11
Orden creada,H,23,Cali,1,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23653,0012S2007,Dupla,No Aplica,NO,20,Comuna 20,110,2,11
Orden creada,H,62,Cali,5,DPL BA 350MB+VOZ ILIM-24,1281,79920.0,23652,0012S2291,Dupla,No Aplica,NO,19,Comuna 19,110,2,11
Orden creada,H,48,Cali,4,DPL BA 350MB+VOZ ILIM-24,1281,79920.0,23654,0016S0997,Dupla,No Aplica,NO,38,Área de Expansión Urbana,110,2,11
Orden creada,M,21,Cali,2,INTERNET 250MB 24,1279,55120.0,23655,0013S10554,Internet,No Aplica,NO,13,Comuna 13,110,2,11
Orden creada,M,35,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23656,0013S4521,Dupla,No Aplica,NO,13,Comuna 13,110,2,11
Orden creada,H,44,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,19971,0019S5454,Dupla,No Aplica,NO,6,Comuna 06,110,2,11
Orden creada,M,22,Cali,1,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23657,0013S8781,Dupla,No Aplica,NO,14,Comuna 14,110,2,11
Orden creada,M,23,Cali,1,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23659,0012S2007,Dupla,No Aplica,NO,20,Comuna 20,110,2,11
Orden creada,H,52,Cali,2,INTERNET 500MB 24,1277,96800.0,23658,0029S4427,Internet,Voluntario,SI,1,Comuna 01,48,2,11
Orden creada,H,48,Cali,1,DUPLA 40MB FO + VOZ ILIM-24,1275,41576.0,23660,0013S7533,Dupla,No Aplica,NO,14,Comuna 14,110,2,11
Orden creada,H,57,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23661,0013S1809,Dupla,No Aplica,NO,16,Comuna 16,110,2,11
Orden creada,H,47,Cali,1,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23662,0013S8814,Dupla,No Aplica,NO,14,Comuna 14,110,2,11
Orden creada,H,55,Cali,1,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23663,0013S8641,Dupla,No Aplica,NO,14,Comuna 14,110,2,11
Rechazado,M,66,Cali,3,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23664,0005S3176,Dupla,No Aplica,NO,12,Comuna 12,110,2,11
Orden creada,H,27,Cali,4,INTERNET 350MB 24,1278,77520.0,22911,0001S2425,Internet,No Aplica,NO,10,Comuna 10,110,2,11
Orden creada,M,45,Cali,1,DUPLA 40MB FO + VOZ ILIM-24,1275,41576.0,23665,0013S8056,Dupla,No Aplica,NO,14,Comuna 14,110,2,11
Anulado,H,23,Cali,1,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23666,0013S7739,Dupla,No Aplica,NO,14,Comuna 14,110,2,11
Orden creada,M,40,Cali,1,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23668,0013S6929,Dupla,No Aplica,NO,14,Comuna 14,110,2,11
Orden creada,H,47,Cali,1,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23669,0013S8043,Dupla,No Aplica,NO,14,Comuna 14,110,2,11
Orden creada,H,48,Cali,4,DPL BA 250MB+VOZ ILIM-24,1280,76415.0,23670,0029S1299,Dupla,No Aplica,NO,3,Comuna 03,110,2,11
Orden creada,H,22,Cali,1,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23671,0013S10122,Dupla,No Aplica,NO,21,Comuna 21,110,2,11
Orden creada,H,28,Cali,1,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23672,0013S7003,Dupla,No Aplica,NO,14,Comuna 14,110,2,11
Orden creada,H,55,Cali,1,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23673,0013S7523,Dupla,No Aplica,NO,14,Comuna 14,110,2,11
Orden creada,H,59,Cali,4,DPL BA 350MB+VOZ ILIM-24,1281,84915.0,23674,0001S2390,Dupla,No Aplica,NO,10,Comuna 10,110,2,11
Orden creada,M,52,Cali,1,DUPLA 40MB FO + VOZ ILIM-24,1275,41576.0,23675,0013S8351,Dupla,No Aplica,NO,14,Comuna 14,110,2,11
Orden creada,M,62,Cali,6,DPL BA 500MB+VOZ ILIM-24,1282,131750.0,23676,0029S0940,Dupla,No Aplica,NO,2,Comuna 02,110,2,11
Orden creada,H,45,Cali,3,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23677,0029S2800,Dupla,No Aplica,NO,9,Comuna 09,110,2,11
Orden creada,H,59,Cali,4,DPL BA 500MB+VOZ ILIM-24,1282,131750.0,23678,0017S4534,Dupla,No Aplica,NO,38,Área de Expansión Urbana,110,2,11
Orden creada,H,62,Cali,3,INTERNET 250MB 24,1279,58565.0,23679,0013S1512,Internet,No Aplica,NO,15,Comuna 15,110,2,11
Orden creada,H,45,Cali,6,DPL BA 350MB+VOZ ILIM-24,1281,84915.0,23681,0012S4545,Dupla,No Aplica,NO,19,Comuna 19,110,2,11
Orden creada,M,61,Cali,6,INTERNET 350MB 24,1278,77520.0,23680,0018S0131,Internet,No Aplica,NO,0,NR,110,2,11
Orden creada,H,22,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23682,0013S3871,Dupla,No Aplica,NO,13,Comuna 13,110,2,11
Orden creada,H,29,Cali,3,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23683,0013S1409,Dupla,No Aplica,NO,15,Comuna 15,110,2,11
Orden creada,H,42,Cali,3,INTERNET 350MB 24,1278,62800.0,23685,0017S6537,Internet,No Aplica,NO,17,Comuna 17,110,2,11
Orden creada,H,27,Cali,3,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23686,0017S5538,Dupla,No Aplica,NO,17,Comuna 17,110,2,11
Orden creada,H,29,Cali,4,INTERNET 350MB 24,1278,82365.0,23687,0012S4935,Internet,No Aplica,NO,19,Comuna 19,109,2,11
Orden creada,H,56,Cali,4,DPL BA 250MB+VOZ ILIM-24,1280,76415.0,23688,0012S4836,Dupla,No Aplica,NO,19,Comuna 19,109,2,11
Orden creada,H,65,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23689,0013S10140,Dupla,No Aplica,NO,21,Comuna 21,109,2,11
Rechazado,M,23,Cali,3,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23690,0007S0314,Dupla,No Aplica,NO,5,Comuna 05,109,2,11
Orden creada,M,20,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23385,0013S1706,Dupla,No Aplica,NO,16,Comuna 16,109,2,11
Orden creada,H,41,Cali,2,DUPLA 40MB FO + VOZ ILIM-24,1275,41576.0,23691,0013S6602,Dupla,No Aplica,NO,14,Comuna 14,109,2,11
Orden creada,H,40,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23692,0005S0530,Dupla,No Aplica,NO,7,Comuna 07,109,2,11
Orden creada,H,46,Cali,6,INTERNET 500MB 24,1277,120000.0,17474,0016S0579,Internet,No Aplica,NO,22,Comuna 22,109,2,11
Orden creada,H,53,Cali,3,INTERNET 250MB 24,1279,55120.0,23684,0001S0631,Internet,No Aplica,NO,9,Comuna 09,109,2,11
Orden creada,M,33,Cali,3,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23694,0019S5951,Dupla,No Aplica,NO,6,Comuna 06,109,2,11
Orden creada,H,32,Cali,2,INTERNET 250MB 24,1279,55120.0,23695,0005S1159,Internet,No Aplica,NO,4,Comuna 04,109,2,11
Orden creada,M,65,Cali,3,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23697,0001S0923,Dupla,No Aplica,NO,10,Comuna 10,109,3,11
Orden creada,H,46,Cali,1,DUPLA 40MB FO + VOZ ILIM-24,1275,41576.0,23698,0013S10477,Dupla,No Aplica,NO,21,Comuna 21,109,3,11
Orden creada,H,47,Jamundi,4,INTERNET 250MB 24,1279,72165.0,23699,0004S0654,Internet,No Aplica,NO,44,Comuna NR,109,3,11
Rechazado,M,29,Cali,3,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23701,0012S2652,Dupla,No Aplica,NO,37,Villacarmelo,109,3,11
Orden creada,H,65,Cali,4,DPL BA 500MB+VOZ ILIM-24,1282,131750.0,23702,0017S5096,Dupla,No Aplica,NO,19,Comuna 19,109,3,11
Orden creada,H,55,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23703,0001S0743,Dupla,No Aplica,NO,9,Comuna 09,109,3,11
Orden creada,H,33,Cali,5,DPL BA 350MB+VOZ ILIM-24,1281,79920.0,23704,0029S0851,Dupla,No Aplica,NO,19,Comuna 19,109,3,11
Orden creada,H,34,Cali,4,DPL BA 250MB+VOZ ILIM-24,1280,76415.0,21475,0012S4953,Dupla,No Aplica,NO,19,Comuna 19,109,3,11
Orden creada,H,31,Cali,1,DUPLA 40MB FO + VOZ ILIM-24,1275,41576.0,23706,0013S7799,Dupla,No Aplica,NO,14,Comuna 14,109,3,11
Orden creada,H,48,Cali,4,DUPLA 40MB FO + VOZ ILIM-24,1275,47600.0,23707,0012S2329,Dupla,No Aplica,NO,19,Comuna 19,109,3,11
Rechazado,H,25,Cali,1,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23708,0013S7681,Dupla,No Aplica,NO,14,Comuna 14,109,3,11
Orden creada,M,65,Cali,1,DUPLA 40MB FO + VOZ ILIM-24,1275,41576.0,23709,0013S8086,Dupla,No Aplica,NO,14,Comuna 14,109,3,11
Orden creada,M,46,Cali,2,DUPLA 40MB FO + VOZ ILIM-24,1275,41576.0,22577,0013S6508,Dupla,No Aplica,NO,14,Comuna 14,109,3,11
Orden creada,H,43,Cali,6,INTERNET 500MB 24,1277,127499.0,23711,0029S0228,Internet,No Aplica,NO,3,Comuna 03,109,3,11
Orden creada,M,33,Cali,1,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23712,0012S0175,Dupla,No Aplica,NO,19,Comuna 19,109,3,11
Orden creada,H,31,Cali,2,INTERNET 250MB 24,1279,55120.0,3448,0013S1588,Internet,No Aplica,NO,16,Comuna 16,109,3,11
Orden creada,H,61,Cali,4,DPL BA 350MB+VOZ ILIM-24,1281,84915.0,23714,0019S0105,Dupla,No Aplica,NO,2,Comuna 02,109,3,11
Orden creada,M,66,Cali,1,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23715,0013S8071,Dupla,No Aplica,NO,14,Comuna 14,109,3,11
Orden creada,H,44,Cali,1,INTERNET 250MB 24,1279,55120.0,23710,0017S4986,Internet,No Aplica,NO,18,Comuna 18,109,3,11
Orden creada,H,27,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23716,0013S10288,Dupla,No Aplica,NO,21,Comuna 21,109,3,11
Orden creada,H,32,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23717,0013S3829,Dupla,No Aplica,NO,13,Comuna 13,109,3,11
Orden creada,H,43,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23718,0013S0053,Dupla,No Aplica,NO,13,Comuna 13,109,3,11
Orden creada,H,42,Cali,1,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23720,0013S7396,Dupla,No Aplica,NO,14,Comuna 14,109,3,11
Orden creada,H,62,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23721,0013S10328,Dupla,No Aplica,NO,21,Comuna 21,109,3,11
Orden creada,H,25,Cali,1,DUPLA 40MB FO + VOZ ILIM-24,1275,41576.0,23722,0012S2044,Dupla,No Aplica,NO,20,Comuna 20,109,3,11
Rechazado,H,39,Cali,3,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23724,0013S0880,Dupla,No Aplica,NO,15,Comuna 15,109,3,11
Rechazado,H,37,Cali,5,INTERNET 350MB 24,1278,82365.0,22596,0004S0307,Internet,No Aplica,NO,0,NR,109,3,11
Rechazado,M,63,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23725,0019S5745,Dupla,No Aplica,NO,6,Comuna 06,109,3,11
Orden creada,M,33,Cali,1,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23726,0013S7187,Dupla,No Aplica,NO,14,Comuna 14,109,3,11
Orden creada,M,58,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23727,0005S0706,Dupla,No Aplica,NO,7,Comuna 07,109,3,11
Orden creada,H,25,Cali,3,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23728,0029S0822,Dupla,No Aplica,NO,1,Comuna 01,109,3,11
Orden creada,H,21,Cali,2,DUPLA 40MB FO + VOZ ILIM-24,1275,41576.0,23729,0029S1103,Dupla,No Aplica,NO,9,Comuna 09,109,3,11
Orden creada,M,38,Cali,2,DPL BA 250MB+VOZ ILIM-24,1280,61965.0,23730,0013S1923,Dupla,No Aplica,NO,16,Comuna 16,109,3,11
Orden creada,H,64,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23731,0029S2089,Dupla,No Aplica,NO,3,Comuna 03,109,3,11
Orden creada,M,60,Cali,3,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23732,0019S6307,Dupla,No Aplica,NO,2,Comuna 02,109,3,11
Orden creada,H,45,Cali,3,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23733,0017S5205,Dupla,No Aplica,NO,42,Comuna 03,109,3,11
Orden creada,H,38,Cali,3,INTERNET 350MB 24,1278,62800.0,23357,0029S3825,Internet,No Aplica,NO,3,Comuna 03,109,3,11
Orden creada,H,22,Cali,4,DPL BA 350MB+VOZ ILIM-24,1281,84915.0,23737,0017S8862,Dupla,No Aplica,NO,38,Área de Expansión Urbana,109,3,11
Orden creada,H,47,Cali,3,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23738,0001S0146,Dupla,No Aplica,NO,11,Comuna 11,109,3,11
Orden creada,M,64,Cali,3,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23739,0029S2735,Dupla,No Aplica,NO,9,Comuna 09,109,3,11
Orden creada,H,24,Cali,2,DPL BA 350MB+VOZ ILIM-24,1281,68850.0,23740,0013S1636,Dupla,No Aplica,NO,16,Comuna 16,109,3,11
